University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;0,08400;-0,01200;0,00400;0,00000;-2771,00000
;0,08400;0,00500;0,00400;0,00000;-2911,00000
;0,08500;-0,01300;0,00400;0,00000;-3016,00000
;0,08500;-0,01900;0,00400;0,00000;-3117,00000
;0,08600;-0,04000;0,00300;0,00000;-3206,00000
;0,08600;-0,03700;0,00300;0,00000;-3280,00000
;0,08700;-0,05500;0,00200;0,00000;-3338,00000
;0,08700;-0,02000;0,00100;0,00000;-3378,00000
;0,08800;-0,06100;0,00000;0,00000;-3399,00000
;0,08800;-0,02200;-0,00200;0,00000;-3402,00000
;0,08900;-0,03600;-0,00300;0,00000;-3388,00000
;0,08900;0,03600;-0,00600;0,00000;-3368,00000
;0,09000;-0,06000;-0,00800;0,00000;-3346,00000
;0,09000;-0,00200;-0,01000;0,00000;-3293,00000
;0,09100;-0,07800;-0,01200;0,00000;-3218,00000
;0,09100;-0,03100;-0,01400;0,00000;-3162,00000
;0,09200;-0,02500;-0,01600;0,00000;-3105,00000
;0,09200;-0,06100;-0,01800;0,00000;-3046,00000
;0,09300;-0,01600;-0,02000;0,00000;-2984,00000
;0,09300;-0,05600;-0,02300;0,00000;-2924,00000
;0,09400;-0,08600;-0,02500;0,00000;-2868,00000
;0,09400;-0,02400;-0,02700;0,00000;-2813,00000
;0,09500;-0,00900;-0,02900;0,00000;-2761,00000
;0,09500;-0,01400;-0,03000;0,00000;-2707,00000
;0,09600;-0,03200;-0,03200;0,00000;-2659,00000
;0,09600;-0,04700;-0,03400;0,00000;-2614,00000
;0,09700;-0,03600;-0,03500;0,00000;-2570,00000
;0,09700;-0,04900;-0,03600;0,00000;-2528,00000
;0,09800;-0,05100;-0,03700;0,00000;-2486,00000
;0,09800;-0,04300;-0,03800;0,00000;-2447,00000
;0,09900;-0,05400;-0,03800;0,00000;-2410,00000
;0,09900;-0,06700;-0,03900;0,00000;-2375,00000
;0,10000;-0,02000;-0,04000;0,00000;-2343,00000
;0,10000;-0,01600;-0,04000;0,00000;-2312,00000
;0,10100;-0,00400;-0,04100;0,00000;-2283,00000
;0,10100;-0,04700;-0,04100;0,00000;-2256,00000
;0,10200;-0,04600;-0,04100;0,00000;-2233,00000
;0,10200;-0,01800;-0,04100;0,00000;-2210,00000
;0,10300;-0,05200;-0,04100;0,00000;-2189,00000
;0,10300;-0,08800;-0,04100;0,00000;-2170,00000
;0,10400;-0,03400;-0,04000;0,00000;-2151,00000
;0,10400;-0,03600;-0,04000;0,00000;-2136,00000
;0,10500;-0,00600;-0,04000;0,00000;-2124,00000
;0,10500;-0,06700;-0,04000;0,00000;-2114,00000
;0,10600;-0,02000;-0,04000;0,00000;-2105,00000
;0,10600;-0,06100;-0,04000;0,00000;-2097,00000
;0,10700;-0,03100;-0,04000;0,00000;-2092,00000
;0,10700;-0,07200;-0,04000;0,00000;-2088,00000
;0,10800;-0,03100;-0,04000;0,00000;-2087,00000
;0,10800;-0,06900;-0,04000;0,00000;-2087,00000
;0,10900;-0,02200;-0,04000;0,00000;-2087,00000
;0,10900;-0,05800;-0,04000;0,00000;-2092,00000
;0,11000;-0,01400;-0,04000;0,00000;-2097,00000
;0,11000;-0,05400;-0,04100;0,00000;-2105,00000
;0,11100;-0,00200;-0,04100;0,00000;-2115,00000
;0,11100;0,01000;-0,04100;0,00000;-2127,00000
;0,11200;0,00800;-0,04100;0,00000;-2140,00000
;0,11200;-0,01600;-0,04100;0,00000;-2157,00000
;0,11300;0,02600;-0,04000;0,00000;-2175,00000
;0,11300;-0,02000;-0,03900;0,00000;-2196,00000
;0,11400;-0,02400;-0,03800;0,00000;-2217,00000
;0,11400;-0,08500;-0,03600;0,00000;-2240,00000
;0,11500;-0,00900;-0,03400;0,00000;-2266,00000
;0,11500;-0,04500;-0,03300;0,00000;-2292,00000
;0,11600;0,04200;-0,03100;0,00000;-2322,00000
;0,11600;-0,04900;-0,02900;0,00000;-2356,00000
;0,11700;-0,01100;-0,02800;0,00000;-2389,00000
;0,11700;-0,04000;-0,02600;0,00000;-2423,00000
;0,11800;-0,01400;-0,02500;0,00000;-2460,00000
;0,11800;-0,03900;-0,02400;0,00000;-2499,00000
;0,11900;-0,03200;-0,02300;0,00000;-2540,00000
;0,11900;-0,02400;-0,02200;0,00000;-2582,00000
;0,12000;-0,01000;-0,02100;0,00000;-2626,00000
;0,12000;-0,01000;-0,02100;0,00000;-2671,00000
;0,12100;0,03000;-0,02000;0,00000;-2716,00000
;0,12100;-0,01200;-0,02000;0,00000;-2763,00000
;0,12200;0,00800;-0,01900;0,00000;-2807,00000
;0,12200;-0,05400;-0,01900;0,00000;-2850,00000
;0,12300;0,02800;-0,01800;0,00000;-2894,00000
;0,12300;-0,03100;-0,01800;0,00000;-2933,00000
;0,12400;0,03000;-0,01700;0,00000;-2967,00000
;0,12400;-0,04800;-0,01600;0,00000;-2997,00000
;0,12500;0,01200;-0,01500;0,00000;-3025,00000
;0,12500;-0,02500;-0,01500;0,00000;-3046,00000
;0,12600;0,02200;-0,01400;0,00000;-3063,00000
;0,12600;-0,00800;-0,01300;0,00000;-3075,00000
;0,12700;0,09800;-0,01200;0,00000;-3079,00000
;0,12700;-0,04500;-0,01100;0,00000;-3080,00000
;0,12800;0,04600;-0,01000;0,00000;-3077,00000
;0,12800;-0,00600;-0,00900;0,00000;-3068,00000
;0,12900;0,00900;-0,00700;0,00000;-3055,00000
;0,12900;-0,04900;-0,00600;0,00000;-3039,00000
;0,13000;-0,01500;-0,00400;0,00000;-3020,00000
;0,13000;-0,02400;-0,00300;0,00000;-2998,00000
;0,13100;0,01700;-0,00200;0,00000;-2975,00000
;0,13100;-0,01000;-0,00100;0,00000;-2953,00000
;0,13200;-0,00200;0,00000;0,00000;-2931,00000
;0,13200;-0,00200;0,00000;0,00000;-2908,00000
;0,13300;0,07400;0,00000;0,00000;-2887,00000
;0,13300;-0,00100;0,00100;0,00000;-2866,00000
;0,13400;0,01100;0,00100;0,00000;-2847,00000
;0,13400;-0,02000;0,00200;0,00000;-2829,00000
;0,13500;-0,01000;0,00200;0,00000;-2812,00000
;0,13500;-0,02700;0,00200;0,00000;-2796,00000
;0,13600;-0,01300;0,00300;0,00000;-2782,00000
;0,13600;-0,04700;0,00300;0,00000;-2770,00000
;0,13700;0,03900;0,00300;0,00000;-2760,00000
;0,13700;-0,02200;0,00200;0,00000;-2751,00000
;0,13800;0,02900;0,00200;0,00000;-2744,00000
;0,13800;-0,02400;0,00100;0,00000;-2739,00000
;0,13900;0,07300;0,00100;0,00000;-2736,00000
;0,13900;-0,06800;0,00000;0,00000;-2733,00000
;0,14000;0,06100;0,00000;0,00000;-2733,00000
;0,14000;0,01200;0,00000;0,00000;-2733,00000
;0,14100;-0,01100;0,00000;0,00000;-2737,00000
;0,14100;0,04800;0,00000;0,00000;-2741,00000
;0,14200;0,03000;0,00000;0,00000;-2747,00000
;0,14200;0,02300;0,00000;0,00000;-2754,00000
;0,14300;0,01100;0,00100;0,00000;-2762,00000
;0,14300;-0,00300;0,00200;0,00000;-2771,00000
;0,14400;0,06700;0,00300;0,00000;-2782,00000
;0,14400;-0,01100;0,00400;0,00000;-2795,00000
;0,14500;0,03700;0,00500;0,00000;-2804,00000
;0,14500;-0,04000;0,00700;0,00000;-2815,00000
;0,14600;0,00300;0,00800;0,00000;-2826,00000
;0,14600;-0,03300;0,00900;0,00000;-2838,00000
;0,14700;0,03400;0,01000;0,00000;-2846,00000
;0,14700;0,00500;0,01100;0,00000;-2856,00000
;0,14800;0,06400;0,01100;0,00000;-2864,00000
;0,14800;0,02400;0,01200;0,00000;-2873,00000
;0,14900;0,00300;0,01200;0,00000;-2881,00000
;0,14900;-0,02900;0,01300;0,00000;-2885,00000
;0,15000;-0,01300;0,01300;0,00000;-2889,00000
;0,15000;-0,00800;0,01300;0,00000;-2892,00000
;0,15100;0,04100;0,01300;0,00000;-2893,00000
;0,15100;-0,00600;0,01300;0,00000;-2894,00000
;0,15200;0,00500;0,01300;0,00000;-2894,00000
;0,15200;0,01600;0,01200;0,00000;-2894,00000
;0,15300;0,08200;0,01200;0,00000;-2890,00000
;0,15300;-0,02700;0,01100;0,00000;-2887,00000
;0,15400;0,03500;0,01100;0,00000;-2882,00000
;0,15400;-0,00300;0,01100;0,00000;-2878,00000
;0,15500;0,02900;0,01100;0,00000;-2874,00000
;0,15500;-0,05200;0,01100;0,00000;-2868,00000
;0,15600;0,03500;0,01100;0,00000;-2863,00000
;0,15600;-0,03600;0,01100;0,00000;-2858,00000
;0,15700;0,01400;0,01100;0,00000;-2853,00000
;0,15700;-0,00800;0,01000;0,00000;-2850,00000
;0,15800;-0,01200;0,01000;0,00000;-2847,00000
;0,15800;-0,01500;0,00900;0,00000;-2844,00000
;0,15900;0,01200;0,00900;0,00000;-2842,00000
;0,15900;-0,05000;0,00800;0,00000;-2839,00000
;0,16000;-0,00600;0,00700;0,00000;-2837,00000
;0,16000;-0,03400;0,00600;0,00000;-2837,00000
;0,16100;-0,00400;0,00500;0,00000;-2837,00000
;0,16100;-0,03200;0,00300;0,00000;-2837,00000
;0,16200;0,04200;0,00200;0,00000;-2838,00000
;0,16200;-0,08600;0,00000;0,00000;-2838,00000
;0,16300;0,00800;-0,00200;0,00000;-2841,00000
;0,16300;-0,05400;-0,00300;0,00000;-2843,00000
;0,16400;0,00000;-0,00500;0,00000;-2846,00000
;0,16400;-0,03700;-0,00700;0,00000;-2849,00000
;0,16500;-0,00200;-0,00900;0,00000;-2851,00000
;0,16500;-0,01100;-0,01000;0,00000;-2853,00000
;0,16600;-0,02500;-0,01200;0,00000;-2855,00000
;0,16600;-0,04700;-0,01300;0,00000;-2858,00000
;0,16700;0,00900;-0,01500;0,00000;-2860,00000
;0,16700;-0,01300;-0,01600;0,00000;-2861,00000
;0,16800;-0,04500;-0,01700;0,00000;-2863,00000
;0,16800;-0,01100;-0,01800;0,00000;-2863,00000
;0,16900;0,02500;-0,01900;0,00000;-2863,00000
;0,16900;-0,03800;-0,02000;0,00000;-2864,00000
;0,17000;0,00000;-0,02000;0,00000;-2865,00000
;0,17000;-0,01200;-0,02100;0,00000;-2865,00000
;0,17100;-0,01700;-0,02100;0,00000;-2865,00000
;0,17100;0,00700;-0,02100;0,00000;-2864,00000
;0,17200;0,00100;-0,02000;0,00000;-2863,00000
;0,17200;-0,06800;-0,02000;0,00000;-2862,00000
;0,17300;-0,01800;-0,01900;0,00000;-2860,00000
;0,17300;-0,05900;-0,01900;0,00000;-2859,00000
;0,17400;-0,03200;-0,01900;0,00000;-2858,00000
;0,17400;-0,02100;-0,01800;0,00000;-2856,00000
;0,17500;0,00800;-0,01800;0,00000;-2855,00000
;0,17500;-0,03600;-0,01800;0,00000;-2854,00000
;0,17600;-0,06500;-0,01900;0,00000;-2854,00000
;0,17600;-0,05500;-0,01900;0,00000;-2853,00000
;0,17700;-0,07000;-0,01900;0,00000;-2853,00000
;0,17700;-0,00800;-0,02000;0,00000;-2853,00000
;0,17800;-0,04300;-0,02100;0,00000;-2853,00000
;0,17800;-0,09500;-0,02200;0,00000;-2853,00000
;0,17900;0,02900;-0,02400;0,00000;-2853,00000
;0,17900;-0,04000;-0,02500;0,00000;-2853,00000
;0,18000;0,00000;-0,02700;0,00000;-2853,00000
;0,18000;-0,02900;-0,02800;0,00000;-2854,00000
;0,18100;-0,05400;-0,02900;0,00000;-2854,00000
;0,18100;-0,04900;-0,03000;0,00000;-2856,00000
;0,18200;-0,05000;-0,03100;0,00000;-2856,00000
;0,18200;-0,08100;-0,03200;0,00000;-2857,00000
;0,18300;-0,03600;-0,03300;0,00000;-2857,00000
;0,18300;-0,02200;-0,03400;0,00000;-2858,00000
;0,18400;-0,05200;-0,03500;0,00000;-2859,00000
;0,18400;-0,01500;-0,03700;0,00000;-2859,00000
;0,18500;-0,04900;-0,03700;0,00000;-2859,00000
;0,18500;-0,06200;-0,03800;0,00000;-2859,00000
;0,18600;-0,04100;-0,03900;0,00000;-2859,00000
;0,18600;0,00000;-0,04000;0,00000;-2859,00000
;0,18700;-0,06000;-0,04000;0,00000;-2859,00000
;0,18700;-0,03300;-0,04100;0,00000;-2859,00000
;0,18800;-0,07400;-0,04100;0,00000;-2859,00000
;0,18800;-0,06500;-0,04200;0,00000;-2859,00000
;0,18900;-0,00200;-0,04200;0,00000;-2859,00000
;0,18900;-0,04900;-0,04200;0,00000;-2858,00000
;0,19000;-0,03900;-0,04300;0,00000;-2858,00000
;0,19000;-0,00800;-0,04300;0,00000;-2858,00000
;0,19100;-0,06800;-0,04300;0,00000;-2858,00000
;0,19100;-0,01500;-0,04300;0,00000;-2858,00000
;0,19200;-0,06800;-0,04300;0,00000;-2857,00000
;0,19200;-0,01200;-0,04300;0,00000;-2856,00000
;0,19300;-0,05600;-0,04200;0,00000;-2856,00000
;0,19300;-0,04700;-0,04200;0,00000;-2856,00000
;0,19400;-0,04900;-0,04200;0,00000;-2856,00000
;0,19400;-0,02400;-0,04200;0,00000;-2856,00000
;0,19500;-0,02900;-0,04100;0,00000;-2856,00000
;0,19500;-0,01500;-0,04100;0,00000;-2856,00000
;0,19600;-0,04000;-0,04100;0,00000;-2857,00000
;0,19600;-0,04800;-0,04000;0,00000;-2857,00000
;0,19700;-0,07200;-0,04000;0,00000;-2857,00000
;0,19700;-0,01100;-0,04000;0,00000;-2857,00000
;0,19800;-0,05700;-0,03900;0,00000;-2857,00000
;0,19800;-0,00200;-0,03900;0,00000;-2857,00000
;0,19900;-0,04700;-0,03900;0,00000;-2857,00000
;0,19900;-0,01800;-0,03800;0,00000;-2857,00000
;0,20000;-0,06200;-0,03800;0,00000;-2858,00000
;0,20000;0,04900;-0,03800;0,00000;-2858,00000
;0,20100;-0,01900;-0,03700;0,00000;-2858,00000
;0,20100;0,00300;-0,03700;0,00000;-2858,00000
;0,20200;-0,07000;-0,03600;0,00000;-2858,00000
;0,20200;-0,00500;-0,03500;0,00000;-2858,00000
;0,20300;-0,01100;-0,03400;0,00000;-2858,00000
;0,20300;0,04400;-0,03300;0,00000;-2858,00000
;0,20400;-0,03800;-0,03100;0,00000;-2858,00000
;0,20400;-0,02400;-0,03000;0,00000;-2858,00000
;0,20500;-0,07700;-0,02800;0,00000;-2858,00000
;0,20500;0,00100;-0,02700;0,00000;-2858,00000
;0,20600;-0,01000;-0,02500;0,00000;-2858,00000
;0,20600;-0,01400;-0,02400;0,00000;-2858,00000
;0,20700;-0,00400;-0,02300;0,00000;-2858,00000
;0,20700;0,01600;-0,02200;0,00000;-2858,00000
;0,20800;-0,02100;-0,02100;0,00000;-2858,00000
;0,20800;0,04400;-0,02000;0,00000;-2858,00000
;0,20900;-0,06300;-0,01800;0,00000;-2858,00000
;0,20900;-0,01400;-0,01700;0,00000;-2858,00000
;0,21000;-0,02900;-0,01600;0,00000;-2858,00000
;0,21000;0,00900;-0,01500;0,00000;-2858,00000
;0,21100;-0,00100;-0,01400;0,00000;-2858,00000
;0,21100;0,04100;-0,01300;0,00000;-2858,00000
;0,21200;-0,05400;-0,01300;0,00000;-2858,00000
;0,21200;0,06500;-0,01200;0,00000;-2858,00000
;0,21300;-0,04900;-0,01100;0,00000;-2858,00000
;0,21300;-0,00200;-0,01000;0,00000;0,00000
;0,21400;-0,03000;-0,00900;0,00000;0,00000
;0,21400;0,01200;-0,00800;0,00000;0,00000
;0,21500;-0,02300;-0,00800;0,00000;0,00000
;0,21500;0,02800;-0,00700;0,00000;0,00000
;0,21600;0,00300;-0,00700;0,00000;0,00000
;0,21600;0,01400;-0,00600;0,00000;0,00000
;0,21700;-0,01500;-0,00600;0,00000;0,00000
;0,21700;0,04100;-0,00500;0,00000;0,00000
;0,21800;-0,02900;-0,00400;0,00000;0,00000
;0,21800;0,09900;-0,00400;0,00000;0,00000
;0,21900;0,00100;-0,00300;0,00000;0,00000
;0,21900;0,02900;-0,00200;0,00000;0,00000
;0,22000;-0,01300;0,00000;0,00000;0,00000
;0,22000;0,05700;0,00100;0,00000;0,00000
;0,22100;-0,03900;0,00200;0,00000;0,00000
;0,22100;0,06700;0,00400;0,00000;0,00000
;0,22200;-0,03600;0,00500;0,00000;0,00000
;0,22200;0,02500;0,00700;0,00000;0,00000
;0,22300;-0,00200;0,00800;0,00000;0,00000
;0,22300;0,02500;0,00900;0,00000;0,00000
;0,22400;-0,00500;0,01000;0,00000;0,00000
;0,22400;0,02600;0,01100;0,00000;0,00000
;0,22500;-0,00500;0,01200;0,00000;0,00000
;0,22500;0,02600;0,01300;0,00000;0,00000
;0,22600;-0,03900;0,01300;0,00000;0,00000
;0,22600;0,03900;0,01400;0,00000;0,00000
;0,22700;-0,04800;0,01400;0,00000;0,00000
;0,22700;0,01900;0,01400;0,00000;0,00000
;0,22800;0,00300;0,01300;0,00000;0,00000
;0,22800;0,02700;0,01300;0,00000;0,00000
;0,22900;-0,00400;0,01200;0,00000;0,00000
;0,22900;0,07200;0,01200;0,00000;0,00000
;0,23000;0,01700;0,01100;0,00000;0,00000
;0,23000;0,03600;0,01100;0,00000;0,00000
;0,23100;-0,01000;0,01000;0,00000;0,00000
;0,23100;0,01600;0,01000;0,00000;0,00000
;0,23200;0,04800;0,01000;0,00000;0,00000
;0,23200;0,01200;0,01100;0,00000;0,00000
;0,23300;-0,02700;0,01100;0,00000;0,00000
;0,23300;0,04500;0,01100;0,00000;0,00000
;0,23400;-0,03300;0,01200;0,00000;0,00000
;0,23400;0,04600;0,01200;0,00000;0,00000
;0,23500;0,00000;0,01200;0,00000;0,00000
;0,23500;0,02600;0,01300;0,00000;0,00000
;0,23600;-0,00200;0,01300;0,00000;0,00000
;0,23600;0,03700;0,01300;0,00000;0,00000
;0,23700;-0,04000;0,01400;0,00000;0,00000
;0,23700;0,01300;0,01400;0,00000;0,00000
;0,23800;0,02400;0,01400;0,00000;0,00000
;0,23800;0,01200;0,01400;0,00000;0,00000
;0,23900;-0,02400;0,01300;0,00000;0,00000
;0,23900;0,04800;0,01300;0,00000;0,00000
;0,24000;-0,05000;0,01300;0,00000;0,00000
;0,24000;-0,02900;0,01300;0,00000;0,00000
;0,24100;-0,06700;0,01200;0,00000;0,00000
;0,24100;-0,03400;0,01100;0,00000;0,00000
;0,24200;0,02200;0,01000;0,00000;0,00000
;0,24200;0,04600;0,00800;0,00000;0,00000
;0,24300;-0,00400;0,00600;0,00000;0,00000
;0,24300;0,02500;0,00500;0,00000;0,00000
;0,24400;-0,03700;0,00300;0,00000;0,00000
;0,24400;-0,01000;0,00200;0,00000;0,00000
;0,24500;-0,06300;0,00000;0,00000;0,00000
;0,24500;0,00300;-0,00100;0,00000;0,00000
;0,24600;-0,00100;-0,00200;0,00000;0,00000
;0,24600;0,00500;-0,00400;0,00000;0,00000
;0,24700;-0,01100;-0,00500;0,00000;0,00000
;0,24700;0,02800;-0,00600;0,00000;0,00000
;0,24800;0,01900;-0,00700;0,00000;0,00000
;0,24800;0,02200;-0,00800;0,00000;0,00000
;0,24900;-0,02400;-0,00800;0,00000;0,00000
;0,24900;-0,02000;-0,00800;0,00000;0,00000
;0,25000;-0,06300;-0,00800;0,00000;0,00000
;0,25000;0,02800;-0,00800;0,00000;0,00000
;0,25100;-0,05000;-0,00800;0,00000;0,00000
;0,25100;0,02300;-0,00800;0,00000;0,00000
;0,25200;-0,06500;-0,00800;0,00000;0,00000
;0,25200;-0,00900;-0,00800;0,00000;0,00000
;0,25300;0,00100;-0,00800;0,00000;0,00000
;0,25300;-0,00900;-0,00900;0,00000;0,00000
;0,25400;-0,03800;-0,00900;0,00000;0,00000
;0,25400;0,01100;-0,01000;0,00000;0,00000
;0,25500;0,04800;-0,01000;0,00000;0,00000
;0,25500;-0,00100;-0,01000;0,00000;0,00000
;0,25600;-0,05300;-0,01000;0,00000;0,00000
;0,25600;0,06300;-0,01100;0,00000;0,00000
;0,25700;-0,06500;-0,01000;0,00000;0,00000
;0,25700;-0,01300;-0,01000;0,00000;0,00000
;0,25800;-0,06900;-0,01000;0,00000;0,00000
;0,25800;-0,01400;-0,01000;0,00000;0,00000
;0,25900;-0,02300;-0,01000;0,00000;0,00000
;0,25900;-0,07700;-0,01000;0,00000;0,00000
;0,26000;-0,04100;-0,01100;0,00000;0,00000
;0,26000;0,00000;-0,01200;0,00000;0,00000
;0,26100;0,03500;-0,01300;0,00000;0,00000
;0,26100;-0,01100;-0,01400;0,00000;0,00000
;0,26200;-0,09200;-0,01500;0,00000;0,00000
;0,26200;-0,03200;-0,01600;0,00000;0,00000
;0,26300;-0,01900;-0,01700;0,00000;0,00000
;0,26300;-0,08100;-0,01800;0,00000;0,00000
;0,26400;-0,03700;-0,01900;0,00000;0,00000
;0,26400;-0,04700;-0,02100;0,00000;0,00000
;0,26500;-0,01900;-0,02200;0,00000;0,00000
;0,26500;-0,00900;-0,02400;0,00000;0,00000
;0,26600;-0,08400;-0,02500;0,00000;0,00000
;0,26600;-0,05000;-0,02700;0,00000;0,00000
;0,26700;-0,01500;-0,02900;0,00000;0,00000
;0,26700;-0,06000;-0,03000;0,00000;0,00000
;0,26800;-0,10300;-0,03200;0,00000;0,00000
;0,26800;-0,06500;-0,03300;0,00000;0,00000
;0,26900;-0,07200;-0,03500;0,00000;0,00000
;0,26900;-0,02400;-0,03700;0,00000;0,00000
;0,27000;-0,03000;-0,03900;0,00000;0,00000
;0,27000;-0,04300;-0,04100;0,00000;0,00000
;0,27100;-0,04700;-0,04200;0,00000;0,00000
;0,27100;-0,01900;-0,04400;0,00000;0,00000
;0,27200;-0,02500;-0,04500;0,00000;0,00000
;0,27200;-0,02700;-0,04600;0,00000;0,00000
;0,27300;0,00200;-0,04700;0,00000;0,00000
;0,27300;-0,05500;-0,04800;0,00000;0,00000
;0,27400;0,00000;-0,04800;0,00000;0,00000
;0,27400;-0,07000;-0,04700;0,00000;0,00000
;0,27500;-0,04700;-0,04700;0,00000;0,00000
;0,27500;-0,02400;-0,04600;0,00000;0,00000
;0,27600;-0,02700;-0,04500;0,00000;0,00000
;0,27600;-0,07700;-0,04400;0,00000;0,00000
;0,27700;-0,00600;-0,04300;0,00000;0,00000
;0,27700;-0,04700;-0,04200;0,00000;0,00000
;0,27800;-0,06300;-0,04100;0,00000;0,00000
;0,27800;-0,04600;-0,04000;0,00000;0,00000
;0,27900;0,02000;-0,04000;0,00000;0,00000
;0,27900;-0,07400;-0,03900;0,00000;0,00000
;0,28000;-0,02100;-0,03800;0,00000;0,00000
;0,28000;-0,00900;-0,03800;0,00000;0,00000
;0,28100;-0,05200;-0,03700;0,00000;0,00000
;0,28100;-0,00100;-0,03700;0,00000;0,00000
;0,28200;-0,03400;-0,03600;0,00000;0,00000
;0,28200;-0,03700;-0,03500;0,00000;0,00000
;0,28300;-0,01100;-0,03500;0,00000;0,00000
;0,28300;-0,01000;-0,03400;0,00000;0,00000
;0,28400;-0,04600;-0,03300;0,00000;0,00000
;0,28400;-0,04300;-0,03300;0,00000;0,00000
;0,28500;0,01200;-0,03200;0,00000;0,00000
;0,28500;-0,00100;-0,03100;0,00000;0,00000
;0,28600;-0,00300;-0,03000;0,00000;0,00000
;0,28600;-0,01000;-0,03000;0,00000;0,00000
;0,28700;0,02300;-0,02800;0,00000;0,00000
;0,28700;-0,09300;-0,02700;0,00000;0,00000
;0,28800;-0,05900;-0,02600;0,00000;0,00000
;0,28800;-0,03300;-0,02500;0,00000;0,00000
;0,28900;0,00800;-0,02400;0,00000;0,00000
;0,28900;-0,01200;-0,02300;0,00000;0,00000
;0,29000;0,01600;-0,02300;0,00000;0,00000
;0,29000;-0,06100;-0,02200;0,00000;0,00000
;0,29100;0,00000;-0,02200;0,00000;0,00000
