University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;2,18600;2,26403;2,27650;0,00000;0,00000
;2,18650;2,21726;2,27153;0,00000;0,00000
;2,18700;2,26082;2,26649;0,00000;0,00000
;2,18750;2,23392;2,26152;0,00000;0,00000
;2,18800;2,30247;2,25678;0,00000;0,00000
;2,18850;2,20508;2,25239;0,00000;0,00000
;2,18900;2,26915;2,24844;0,00000;0,00000
;2,18950;2,22046;2,24496;0,00000;0,00000
;2,19000;2,23968;2,24195;0,00000;0,00000
;2,19050;2,14294;2,23934;0,00000;0,00000
;2,19100;2,22174;2,23699;0,00000;0,00000
;2,19150;2,11475;2,23475;0,00000;0,00000
;2,19200;2,14486;2,23242;0,00000;0,00000
;2,19250;2,12564;2,22984;0,00000;0,00000
;2,19300;2,19419;2,22686;0,00000;0,00000
;2,19350;2,03530;2,22344;0,00000;0,00000
;2,19400;2,19099;2,21951;0,00000;0,00000
;2,19450;2,13909;2,21505;0,00000;0,00000
;2,19500;2,15191;2,21017;0,00000;0,00000
;2,19550;2,10321;2,20496;0,00000;0,00000
;2,19600;2,18458;2,19950;0,00000;0,00000
;2,19650;2,18907;2,19390;0,00000;0,00000
;2,19700;2,16536;2,18838;0,00000;0,00000
;2,19750;2,07566;2,18305;0,00000;0,00000
;2,19800;2,13973;2,17791;0,00000;0,00000
;2,19850;2,05004;2,17288;0,00000;0,00000
;2,19900;2,06221;2,16786;0,00000;0,00000
;2,19950;2,03274;2,16270;0,00000;0,00000
;2,20000;2,08015;2,15727;0,00000;0,00000
;2,20050;2,03850;2,15154;0,00000;0,00000
;2,20100;2,01928;2,14548;0,00000;0,00000
;2,20150;1,93791;2,13902;0,00000;0,00000
;2,20200;2,02185;2,13204;0,00000;0,00000
;2,20250;1,91101;2,12444;0,00000;0,00000
;2,20300;2,07695;2,11621;0,00000;0,00000
;2,20350;1,93279;2,10744;0,00000;0,00000
;2,20400;2,01736;2,09824;0,00000;0,00000
;2,20450;2,03466;2,08877;0,00000;0,00000
;2,20500;2,08399;2,07926;0,00000;0,00000
;2,20550;2,01288;2,07001;0,00000;0,00000
;2,20600;2,06798;2,06124;0,00000;0,00000
;2,20650;1,92254;2,05310;0,00000;0,00000
;2,20700;1,97764;2,04554;0,00000;0,00000
;2,20750;2,00775;2,03847;0,00000;0,00000
;2,20800;1,95842;2,03186;0,00000;0,00000
;2,20850;1,89499;2,02564;0,00000;0,00000
;2,20900;1,94176;2,01967;0,00000;0,00000
;2,20950;1,88410;2,01380;0,00000;0,00000
;2,21000;1,88410;2,00788;0,00000;0,00000
;2,21050;1,85719;2,00176;0,00000;0,00000
;2,21100;1,89563;1,99533;0,00000;0,00000
;2,21150;1,85078;1,98852;0,00000;0,00000
;2,21200;1,90652;1,98135;0,00000;0,00000
;2,21250;1,91549;1,97387;0,00000;0,00000
;2,21300;1,83925;1,96622;0,00000;0,00000
;2,21350;1,91421;1,95848;0,00000;0,00000
;2,21400;1,87192;1,95073;0,00000;0,00000
;2,21450;1,83284;1,94305;0,00000;0,00000
;2,21500;1,86359;1,93546;0,00000;0,00000
;2,21550;1,87128;1,92798;0,00000;0,00000
;2,21600;1,77390;1,92062;0,00000;0,00000
;2,21650;1,78030;1,91333;0,00000;0,00000
;2,21700;1,75916;1,90595;0,00000;0,00000
;2,21750;1,75596;1,89836;0,00000;0,00000
;2,21800;1,73674;1,89046;0,00000;0,00000
;2,21850;1,72969;1,88216;0,00000;0,00000
;2,21900;1,74122;1,87343;0,00000;0,00000
;2,21950;1,67267;1,86425;0,00000;0,00000
;2,22000;1,63679;1,85458;0,00000;0,00000
;2,22050;1,68548;1,84432;0,00000;0,00000
;2,22100;1,66178;1,83345;0,00000;0,00000
;2,22150;1,79888;1,82207;0,00000;0,00000
;2,22200;1,72969;1,81047;0,00000;0,00000
;2,22250;1,68164;1,79893;0,00000;0,00000
;2,22300;1,74442;1,78767;0,00000;0,00000
;2,22350;1,80081;1,77685;0,00000;0,00000
;2,22400;1,65152;1,76669;0,00000;0,00000
;2,22450;1,70919;1,75730;0,00000;0,00000
;2,22500;1,68933;1,74865;0,00000;0,00000
;2,22550;1,73033;1,74072;0,00000;0,00000
;2,22600;1,65793;1,73351;0,00000;0,00000
;2,22650;1,63294;1,72696;0,00000;0,00000
;2,22700;1,61180;1,72091;0,00000;0,00000
;2,22750;1,68484;1,71518;0,00000;0,00000
;2,22800;1,62654;1,70969;0,00000;0,00000
;2,22850;1,63679;1,70438;0,00000;0,00000
;2,22900;1,59386;1,69918;0,00000;0,00000
;2,22950;1,61693;1,69401;0,00000;0,00000
;2,23000;1,54709;1,68876;0,00000;0,00000
;2,23050;1,60732;1,68332;0,00000;0,00000
;2,23100;1,55222;1,67762;0,00000;0,00000
;2,23150;1,64255;1,67165;0,00000;0,00000
;2,23200;1,56311;1,66547;0,00000;0,00000
;2,23250;1,69445;1,65918;0,00000;0,00000
;2,23300;1,46124;1,65292;0,00000;0,00000
;2,23350;1,64255;1,64670;0,00000;0,00000
;2,23400;1,56823;1,64051;0,00000;0,00000
;2,23450;1,58745;1,63441;0,00000;0,00000
;2,23500;1,53236;1,62845;0,00000;0,00000
;2,23550;1,56567;1,62260;0,00000;0,00000
;2,23600;1,48558;1,61682;0,00000;0,00000
;2,23650;1,52082;1,61103;0,00000;0,00000
;2,23700;1,40934;1,60508;0,00000;0,00000
;2,23750;1,48302;1,59881;0,00000;0,00000
;2,23800;1,43753;1,59209;0,00000;0,00000
;2,23850;1,49327;1,58486;0,00000;0,00000
;2,23900;1,41895;1,57714;0,00000;0,00000
;2,23950;1,47469;1,56898;0,00000;0,00000
;2,24000;1,40614;1,56042;0,00000;0,00000
;2,24050;1,48943;1,55153;0,00000;0,00000
;2,24100;1,41575;1,54241;0,00000;0,00000
;2,24150;1,53876;1,53321;0,00000;0,00000
;2,24200;1,46124;1,52414;0,00000;0,00000
;2,24250;1,46572;1,51541;0,00000;0,00000
;2,24300;1,46572;1,50713;0,00000;0,00000
;2,24350;1,55414;1,49943;0,00000;0,00000
;2,24400;1,42728;1,49243;0,00000;0,00000
;2,24450;1,54389;1,48624;0,00000;0,00000
;2,24500;1,47085;1,48091;0,00000;0,00000
;2,24550;1,42023;1,47645;0,00000;0,00000
;2,24600;1,35937;1,47271;0,00000;0,00000
;2,24650;1,39461;1,46940;0,00000;0,00000
;2,24700;1,36065;1,46624;0,00000;0,00000
;2,24750;1,36321;1,46302;0,00000;0,00000
;2,24800;1,32861;1,45954;0,00000;0,00000
;2,24850;1,41383;1,45567;0,00000;0,00000
;2,24900;1,28761;1,45135;0,00000;0,00000
;2,24950;1,34463;1,44654;0,00000;0,00000
;2,25000;1,33951;1,44118;0,00000;0,00000
;2,25050;1,30555;1,43526;0,00000;0,00000
;2,25100;1,30427;1,42881;0,00000;0,00000
;2,25150;1,37346;1,42186;0,00000;0,00000
;2,25200;1,24661;1,41449;0,00000;0,00000
;2,25250;1,38179;1,40681;0,00000;0,00000
;2,25300;1,32541;1,39892;0,00000;0,00000
;2,25350;1,33310;1,39101;0,00000;0,00000
;2,25400;1,26198;1,38318;0,00000;0,00000
;2,25450;1,36321;1,37549;0,00000;0,00000
;2,25500;1,29081;1,36800;0,00000;0,00000
;2,25550;1,26839;1,36077;0,00000;0,00000
;2,25600;1,20432;1,35377;0,00000;0,00000
;2,25650;1,27672;1,34685;0,00000;0,00000
;2,25700;1,18830;1,33993;0,00000;0,00000
;2,25750;1,20624;1,33289;0,00000;0,00000
;2,25800;1,17036;1,32563;0,00000;0,00000
;2,25850;1,24468;1,31807;0,00000;0,00000
;2,25900;1,14986;1,31020;0,00000;0,00000
;2,25950;1,18318;1,30203;0,00000;0,00000
;2,26000;1,19855;1,29358;0,00000;0,00000
;2,26050;1,18830;1,28489;0,00000;0,00000
;2,26100;1,13512;1,27606;0,00000;0,00000
;2,26150;1,25814;1,26716;0,00000;0,00000
;2,26200;1,22674;1,25833;0,00000;0,00000
;2,26250;1,20624;1,24982;0,00000;0,00000
;2,26300;1,18318;1,24176;0,00000;0,00000
;2,26350;1,20048;1,23424;0,00000;0,00000
;2,26400;1,21521;1,22727;0,00000;0,00000
;2,26450;1,20624;1,22092;0,00000;0,00000
;2,26500;1,20816;1,21525;0,00000;0,00000
;2,26550;1,17933;1,21026;0,00000;0,00000
;2,26600;1,15435;1,20590;0,00000;0,00000
;2,26650;1,12487;1,20206;0,00000;0,00000
;2,26700;1,08451;1,19854;0,00000;0,00000
;2,26750;1,06657;1,19508;0,00000;0,00000
;2,26800;1,01339;1,19140;0,00000;0,00000
;2,26850;1,02621;1,18723;0,00000;0,00000
;2,26900;1,00570;1,18232;0,00000;0,00000
;2,26950;0,96790;1,17649;0,00000;0,00000
;2,27000;1,02364;1,16963;0,00000;0,00000
;2,27050;0,99545;1,16172;0,00000;0,00000
;2,27100;1,05248;1,15286;0,00000;0,00000
;2,27150;1,01788;1,14323;0,00000;0,00000
;2,27200;0,98328;1,13304;0,00000;0,00000
;2,27250;1,04222;1,12245;0,00000;0,00000
;2,27300;1,09668;1,11166;0,00000;0,00000
;2,27350;1,05376;1,10099;0,00000;0,00000
;2,27400;1,08707;1,09075;0,00000;0,00000
;2,27450;1,06016;1,08117;0,00000;0,00000
;2,27500;1,04799;1,07242;0,00000;0,00000
;2,27550;0,98008;1,06456;0,00000;0,00000
;2,27600;1,06529;1,05754;0,00000;0,00000
;2,27650;1,05824;1,05132;0,00000;0,00000
;2,27700;1,00378;1,04592;0,00000;0,00000
;2,27750;0,94292;1,04127;0,00000;0,00000
;2,27800;1,02877;1,03718;0,00000;0,00000
;2,27850;0,93267;1,03348;0,00000;0,00000
;2,27900;0,94932;1,03002;0,00000;0,00000
;2,27950;0,95509;1,02661;0,00000;0,00000
;2,28000;1,01147;1,02316;0,00000;0,00000
;2,28050;0,98328;1,01966;0,00000;0,00000
;2,28100;1,09284;1,01621;0,00000;0,00000
;2,28150;0,96342;1,01298;0,00000;0,00000
;2,28200;0,98969;1,01006;0,00000;0,00000
;2,28250;0,99225;1,00741;0,00000;0,00000
;2,28300;1,01852;1,00503;0,00000;0,00000
;2,28350;0,91280;1,00289;0,00000;0,00000
;2,28400;0,98072;1,00091;0,00000;0,00000
;2,28450;0,88397;0,99894;0,00000;0,00000
;2,28500;0,96342;0,99685;0,00000;0,00000
;2,28550;0,87180;0,99452;0,00000;0,00000
;2,28600;0,92882;0,99183;0,00000;0,00000
;2,28650;0,78595;0,98867;0,00000;0,00000
;2,28700;0,89743;0,98488;0,00000;0,00000
;2,28750;0,82183;0,98034;0,00000;0,00000
;2,28800;0,81606;0,97497;0,00000;0,00000
;2,28850;0,81798;0,96874;0,00000;0,00000
;2,28900;0,80901;0,96162;0,00000;0,00000
;2,28950;0,85258;0,95367;0,00000;0,00000
;2,29000;0,94932;0,94506;0,00000;0,00000
;2,29050;0,89871;0,93615;0,00000;0,00000
;2,29100;0,96214;0,92731;0,00000;0,00000
;2,29150;0,86796;0,91889;0,00000;0,00000
;2,29200;0,99289;0,91112;0,00000;0,00000
;2,29250;0,91729;0,90422;0,00000;0,00000
;2,29300;0,93587;0,89836;0,00000;0,00000
;2,29350;0,91601;0,89361;0,00000;0,00000
;2,29400;0,93395;0,88997;0,00000;0,00000
;2,29450;0,86091;0,88739;0,00000;0,00000
;2,29500;0,85642;0,88571;0,00000;0,00000
;2,29550;0,84617;0,88470;0,00000;0,00000
;2,29600;0,85770;0,88410;0,00000;0,00000
;2,29650;0,80709;0,88371;0,00000;0,00000
;2,29700;0,82118;0,88331;0,00000;0,00000
;2,29750;0,82695;0,88272;0,00000;0,00000
;2,29800;0,94676;0,88187;0,00000;0,00000
;2,29850;0,84105;0,88082;0,00000;0,00000
;2,29900;0,88910;0,87969;0,00000;0,00000
;2,29950;0,88461;0,87854;0,00000;0,00000
;2,30000;0,87436;0,87742;0,00000;0,00000
;2,30050;0,88718;0,87639;0,00000;0,00000
;2,30100;0,95381;0,87551;0,00000;0,00000
;2,30150;0,86475;0,87488;0,00000;0,00000
;2,30200;0,89679;0,87456;0,00000;0,00000
;2,30250;0,86667;0,87453;0,00000;0,00000
;2,30300;0,83272;0,87470;0,00000;0,00000
;2,30350;0,80132;0,87494;0,00000;0,00000
;2,30400;0,79043;0,87502;0,00000;0,00000
;2,30450;0,71355;0,87471;0,00000;0,00000
;2,30500;0,74622;0,87373;0,00000;0,00000
;2,30550;0,72444;0,87185;0,00000;0,00000
;2,30600;0,75904;0,86893;0,00000;0,00000
;2,30650;0,67703;0,86492;0,00000;0,00000
;2,30700;0,76288;0,85982;0,00000;0,00000
;2,30750;0,70970;0,85366;0,00000;0,00000
;2,30800;0,76673;0,84659;0,00000;0,00000
;2,30850;0,70586;0,83877;0,00000;0,00000
;2,30900;0,76929;0,83038;0,00000;0,00000
;2,30950;0,75711;0,82163;0,00000;0,00000
;2,31000;0,73149;0,81274;0,00000;0,00000
;2,31050;0,70650;0,80388;0,00000;0,00000
;2,31100;0,75391;0,79514;0,00000;0,00000
;2,31150;0,76480;0,78665;0,00000;0,00000
;2,31200;0,70970;0,77856;0,00000;0,00000
;2,31250;0,74046;0,77095;0,00000;0,00000
;2,31300;0,70714;0,76386;0,00000;0,00000
;2,31350;0,73982;0,75730;0,00000;0,00000
;2,31400;0,68600;0,75128;0,00000;0,00000
;2,31450;0,70266;0,74577;0,00000;0,00000
;2,31500;0,68536;0,74069;0,00000;0,00000
;2,31550;0,67575;0,73596;0,00000;0,00000
;2,31600;0,63859;0,73150;0,00000;0,00000
;2,31650;0,68472;0,72718;0,00000;0,00000
;2,31700;0,63346;0,72293;0,00000;0,00000
;2,31750;0,65204;0,71866;0,00000;0,00000
;2,31800;0,66485;0,71434;0,00000;0,00000
;2,31850;0,65012;0,70995;0,00000;0,00000
;2,31900;0,70266;0,70553;0,00000;0,00000
;2,31950;0,67511;0,70116;0,00000;0,00000
;2,32000;0,64948;0,69694;0,00000;0,00000
;2,32050;0,62769;0,69289;0,00000;0,00000
;2,32100;0,62001;0,68895;0,00000;0,00000
;2,32150;0,58669;0,68503;0,00000;0,00000
;2,32200;0,63026;0,68103;0,00000;0,00000
;2,32250;0,65268;0,67692;0,00000;0,00000
;2,32300;0,61296;0,67274;0,00000;0,00000
;2,32350;0,63410;0,66855;0,00000;0,00000
;2,32400;0,54248;0,66435;0,00000;0,00000
;2,32450;0,61168;0,66008;0,00000;0,00000
;2,32500;0,63987;0,65570;0,00000;0,00000
;2,32550;0,59438;0,65128;0,00000;0,00000
;2,32600;0,53159;0,64685;0,00000;0,00000
;2,32650;0,61168;0,64237;0,00000;0,00000
;2,32700;0,62962;0,63784;0,00000;0,00000
;2,32750;0,57644;0,63334;0,00000;0,00000
;2,32800;0,54505;0,62892;0,00000;0,00000
;2,32850;0,63602;0,62457;0,00000;0,00000
;2,32900;0,57259;0,62032;0,00000;0,00000
;2,32950;0,55594;0,61623;0,00000;0,00000
;2,33000;0,57452;0,61228;0,00000;0,00000
;2,33050;0,57131;0,60843;0,00000;0,00000
;2,33100;0,56042;0,60469;0,00000;0,00000
;2,33150;0,61552;0,60107;0,00000;0,00000
;2,33200;0,57324;0,59764;0,00000;0,00000
;2,33250;0,61872;0,59446;0,00000;0,00000
;2,33300;0,52134;0,59158;0,00000;0,00000
;2,33350;0,57900;0,58897;0,00000;0,00000
;2,33400;0,55081;0,58657;0,00000;0,00000
;2,33450;0,62257;0,58434;0,00000;0,00000
;2,33500;0,55145;0,58232;0,00000;0,00000
;2,33550;0,56106;0,58053;0,00000;0,00000
;2,33600;0,54953;0,57892;0,00000;0,00000
;2,33650;0,59246;0,57745;0,00000;0,00000
;2,33700;0,52775;0,57608;0,00000;0,00000
;2,33750;0,51557;0,57478;0,00000;0,00000
;2,33800;0,51237;0,57343;0,00000;0,00000
;2,33850;0,61040;0,57194;0,00000;0,00000
;2,33900;0,47585;0,57032;0,00000;0,00000
;2,33950;0,51621;0,56856;0,00000;0,00000
;2,34000;0,50917;0,56658;0,00000;0,00000
;2,34050;0,59758;0,56436;0,00000;0,00000
;2,34100;0,51750;0,56199;0,00000;0,00000
;2,34150;0,53800;0,55955;0,00000;0,00000
;2,34200;0,55081;0,55711;0,00000;0,00000
;2,34250;0,57259;0,55472;0,00000;0,00000
;2,34300;0,58477;0,55248;0,00000;0,00000
;2,34350;0,58156;0,55053;0,00000;0,00000
;2,34400;0,52390;0,54894;0,00000;0,00000
;2,34450;0,56427;0,54771;0,00000;0,00000
;2,34500;0,53159;0,54680;0,00000;0,00000
;2,34550;0,54825;0,54615;0,00000;0,00000
;2,34600;0,51814;0,54569;0,00000;0,00000
;2,34650;0,54505;0,54535;0,00000;0,00000
;2,34700;0,49251;0,54507;0,00000;0,00000
;2,34750;0,53351;0,54475;0,00000;0,00000
;2,34800;0,47008;0,54431;0,00000;0,00000
;2,34850;0,54953;0,54367;0,00000;0,00000
;2,34900;0,48290;0,54280;0,00000;0,00000
;2,34950;0,48738;0,54168;0,00000;0,00000
;2,35000;0,50788;0,54026;0,00000;0,00000
;2,35050;0,55209;0,53857;0,00000;0,00000
;2,35100;0,53031;0,53669;0,00000;0,00000
;2,35150;0,46752;0,53472;0,00000;0,00000
;2,35200;0,49443;0,53268;0,00000;0,00000
;2,35250;0,53992;0,53052;0,00000;0,00000
;2,35300;0,54569;0,52833;0,00000;0,00000
;2,35350;0,51685;0,52621;0,00000;0,00000
;2,35400;0,53223;0,52426;0,00000;0,00000
;2,35450;0,48546;0,52250;0,00000;0,00000
;2,35500;0,44189;0,52088;0,00000;0,00000
;2,35550;0,48290;0,51927;0,00000;0,00000
;2,35600;0,50020;0,51758;0,00000;0,00000
;2,35650;0,48995;0,51578;0,00000;0,00000
;2,35700;0,45022;0,51389;0,00000;0,00000
;2,35750;0,44830;0,51186;0,00000;0,00000
;2,35800;0,45343;0,50963;0,00000;0,00000
;2,35850;0,40858;0,50712;0,00000;0,00000
;2,35900;0,42524;0,50427;0,00000;0,00000
;2,35950;0,47841;0,50103;0,00000;0,00000
;2,36000;0,47329;0,49747;0,00000;0,00000
;2,36050;0,51621;0,49373;0,00000;0,00000
;2,36100;0,46240;0,49001;0,00000;0,00000
;2,36150;0,47072;0,48644;0,00000;0,00000
;2,36200;0,45086;0,48306;0,00000;0,00000
;2,36250;0,51237;0,47991;0,00000;0,00000
;2,36300;0,38615;0,47702;0,00000;0,00000
;2,36350;0,50981;0,47437;0,00000;0,00000
;2,36400;0,44702;0,47194;0,00000;0,00000
;2,36450;0,41306;0,46972;0,00000;0,00000
;2,36500;0,40537;0,46765;0,00000;0,00000
;2,36550;0,40153;0,46557;0,00000;0,00000
;2,36600;0,41434;0,46339;0,00000;0,00000
;2,36650;0,38551;0,46102;0,00000;0,00000
;2,36700;0,38231;0,45839;0,00000;0,00000
;2,36750;0,43100;0,45548;0,00000;0,00000
;2,36800;0,38295;0,45229;0,00000;0,00000
;2,36850;0,41114;0,44886;0,00000;0,00000
;2,36900;0,43741;0,44527;0,00000;0,00000
;2,36950;0,43741;0,44161;0,00000;0,00000
;2,37000;0,35860;0,43800;0,00000;0,00000
;2,37050;0,40794;0,43446;0,00000;0,00000
;2,37100;0,40537;0,43098;0,00000;0,00000
;2,37150;0,42908;0,42758;0,00000;0,00000
;2,37200;0,40537;0,42435;0,00000;0,00000
;2,37250;0,43292;0,42134;0,00000;0,00000
;2,37300;0,40922;0,41861;0,00000;0,00000
;2,37350;0,39256;0,41619;0,00000;0,00000
;2,37400;0,38231;0,41404;0,00000;0,00000
;2,37450;0,36693;0,41210;0,00000;0,00000
;2,37500;0,31119;0,41023;0,00000;0,00000
;2,37550;0,40666;0,40832;0,00000;0,00000
;2,37600;0,33810;0,40627;0,00000;0,00000
;2,37650;0,35860;0,40406;0,00000;0,00000
;2,37700;0,30286;0,40164;0,00000;0,00000
;2,37750;0,34002;0,39895;0,00000;0,00000
;2,37800;0,35284;0,39593;0,00000;0,00000
;2,37850;0,30286;0,39259;0,00000;0,00000
;2,37900;0,35540;0,38896;0,00000;0,00000
;2,37950;0,32785;0,38508;0,00000;0,00000
;2,38000;0,31632;0,38099;0,00000;0,00000
;2,38050;0,30735;0,37673;0,00000;0,00000
;2,38100;0,35732;0,37233;0,00000;0,00000
;2,38150;0,35476;0,36788;0,00000;0,00000
;2,38200;0,36949;0,36351;0,00000;0,00000
;2,38250;0,35027;0,35937;0,00000;0,00000
;2,38300;0,35348;0,35557;0,00000;0,00000
;2,38350;0,40089;0,35218;0,00000;0,00000
;2,38400;0,32913;0,34928;0,00000;0,00000
;2,38450;0,35732;0,34690;0,00000;0,00000
;2,38500;0,38295;0,34503;0,00000;0,00000
;2,38550;0,34707;0,34366;0,00000;0,00000
;2,38600;0,35156;0,34278;0,00000;0,00000
;2,38650;0,32016;0,34231;0,00000;0,00000
;2,38700;0,34194;0,34214;0,00000;0,00000
;2,38750;0,34387;0,34219;0,00000;0,00000
;2,38800;0,32080;0,34236;0,00000;0,00000
;2,38850;0,30991;0,34259;0,00000;0,00000
;2,38900;0,37718;0,34280;0,00000;0,00000
;2,38950;0,32913;0,34296;0,00000;0,00000
;2,39000;0,32657;0,34310;0,00000;0,00000
;2,39050;0,25865;0,34314;0,00000;0,00000
;2,39100;0,28172;0,34297;0,00000;0,00000
;2,39150;0,34387;0,34245;0,00000;0,00000
;2,39200;0,35220;0,34159;0,00000;0,00000
;2,39250;0,29261;0,34050;0,00000;0,00000
;2,39300;0,39192;0,33925;0,00000;0,00000
;2,39350;0,34451;0,33796;0,00000;0,00000
;2,39400;0,34643;0,33675;0,00000;0,00000
;2,39450;0,34707;0,33569;0,00000;0,00000
;2,39500;0,39384;0,33485;0,00000;0,00000
;2,39550;0,31375;0,33428;0,00000;0,00000
;2,39600;0,33874;0,33399;0,00000;0,00000
;2,39650;0,38807;0,33395;0,00000;0,00000
;2,39700;0,34387;0,33415;0,00000;0,00000
;2,39750;0,28941;0,33459;0,00000;0,00000
;2,39800;0,30863;0,33515;0,00000;0,00000
;2,39850;0,30478;0,33568;0,00000;0,00000
;2,39900;0,36757;0,33609;0,00000;0,00000
;2,39950;0,28044;0,33635;0,00000;0,00000
;2,40000;0,29197;0,33644;0,00000;0,00000
;2,40050;0,30607;0,33626;0,00000;0,00000
;2,40100;0,30607;0,33578;0,00000;0,00000
;2,40150;0,32401;0,33500;0,00000;0,00000
;2,40200;0,34899;0,33396;0,00000;0,00000
;2,40250;0,27916;0,33277;0,00000;0,00000
;2,40300;0,33426;0,33145;0,00000;0,00000
;2,40350;0,30863;0,33003;0,00000;0,00000
;2,40400;0,36501;0,32856;0,00000;0,00000
;2,40450;0,35412;0,32716;0,00000;0,00000
;2,40500;0,33554;0,32594;0,00000;0,00000
;2,40550;0,29966;0,32495;0,00000;0,00000
;2,40600;0,31119;0,32416;0,00000;0,00000
;2,40650;0,29453;0,32349;0,00000;0,00000
;2,40700;0,36245;0,32289;0,00000;0,00000
;2,40750;0,29710;0,32237;0,00000;0,00000
;2,40800;0,28108;0,32191;0,00000;0,00000
;2,40850;0,31568;0,32146;0,00000;0,00000
;2,40900;0,30030;0,32094;0,00000;0,00000
;2,40950;0,25289;0,32032;0,00000;0,00000
;2,41000;0,35091;0,31956;0,00000;0,00000
;2,41050;0,23687;0,31864;0,00000;0,00000
;2,41100;0,32721;0,31754;0,00000;0,00000
;2,41150;0,27659;0,31628;0,00000;0,00000
;2,41200;0,29646;0,31488;0,00000;0,00000
;2,41250;0,31440;0,31335;0,00000;0,00000
;2,41300;0,34002;0,31177;0,00000;0,00000
;2,41350;0,27531;0,31024;0,00000;0,00000
;2,41400;0,36629;0,30883;0,00000;0,00000
;2,41450;0,27147;0,30758;0,00000;0,00000
;2,41500;0,33362;0,30654;0,00000;0,00000
;2,41550;0,26122;0,30568;0,00000;0,00000
;2,41600;0,31824;0,30495;0,00000;0,00000
;2,41650;0,28685;0,30433;0,00000;0,00000
;2,41700;0,25417;0,30376;0,00000;0,00000
;2,41750;0,23559;0,30314;0,00000;0,00000
;2,41800;0,25481;0,30235;0,00000;0,00000
;2,41850;0,26314;0,30128;0,00000;0,00000
;2,41900;0,20227;0,29987;0,00000;0,00000
;2,41950;0,21637;0,29806;0,00000;0,00000
;2,42000;0,27852;0,29578;0,00000;0,00000
;2,42050;0,27788;0,29308;0,00000;0,00000
;2,42100;0,22662;0,29009;0,00000;0,00000
;2,42150;0,24072;0,28689;0,00000;0,00000
;2,42200;0,24648;0,28352;0,00000;0,00000
;2,42250;0,27723;0,28002;0,00000;0,00000
;2,42300;0,22470;0,27650;0,00000;0,00000
;2,42350;0,23495;0,27300;0,00000;0,00000
;2,42400;0,29005;0,26957;0,00000;0,00000
;2,42450;0,22790;0,26627;0,00000;0,00000
;2,42500;0,21381;0,26315;0,00000;0,00000
;2,42550;0,19907;0,26016;0,00000;0,00000
;2,42600;0,25737;0,25725;0,00000;0,00000
;2,42650;0,20291;0,25439;0,00000;0,00000
;2,42700;0,19330;0,25158;0,00000;0,00000
;2,42750;0,26698;0,24880;0,00000;0,00000
;2,42800;0,30863;0,24611;0,00000;0,00000
;2,42850;0,23431;0,24367;0,00000;0,00000
;2,42900;0,22021;0,24159;0,00000;0,00000
;2,42950;0,28236;0,23985;0,00000;0,00000
;2,43000;0,22149;0,23847;0,00000;0,00000
;2,43050;0,20740;0,23740;0,00000;0,00000
;2,43100;0,20868;0,23656;0,00000;0,00000
;2,43150;0,19907;0,23583;0,00000;0,00000
;2,43200;0,22214;0,23512;0,00000;0,00000
;2,43250;0,22149;0,23436;0,00000;0,00000
;2,43300;0,24712;0,23356;0,00000;0,00000
;2,43350;0,24904;0,23276;0,00000;0,00000
;2,43400;0,23943;0,23205;0,00000;0,00000
;2,43450;0,22149;0,23144;0,00000;0,00000
;2,43500;0,23559;0,23095;0,00000;0,00000
;2,43550;0,30478;0,23060;0,00000;0,00000
;2,43600;0,25225;0,23046;0,00000;0,00000
;2,43650;0,20484;0,23059;0,00000;0,00000
;2,43700;0,17729;0,23093;0,00000;0,00000
;2,43750;0,21445;0,23129;0,00000;0,00000
;2,43800;0,25417;0,23158;0,00000;0,00000
;2,43850;0,20163;0,23177;0,00000;0,00000
;2,43900;0,19138;0,23184;0,00000;0,00000
;2,43950;0,24007;0,23176;0,00000;0,00000
;2,44000;0,18690;0,23148;0,00000;0,00000
;2,44050;0,27019;0,23104;0,00000;0,00000
;2,44100;0,22406;0,23049;0,00000;0,00000
;2,44150;0,20932;0,22989;0,00000;0,00000
;2,44200;0,15614;0,22924;0,00000;0,00000
;2,44250;0,26506;0,22847;0,00000;0,00000
;2,44300;0,23943;0,22759;0,00000;0,00000
;2,44350;0,28300;0,22674;0,00000;0,00000
;2,44400;0,25417;0,22604;0,00000;0,00000
;2,44450;0,23303;0,22560;0,00000;0,00000
;2,44500;0,20420;0,22544;0,00000;0,00000
;2,44550;0,26186;0,22548;0,00000;0,00000
;2,44600;0,21957;0,22569;0,00000;0,00000
;2,44650;0,24007;0,22606;0,00000;0,00000
;2,44700;0,23495;0,22655;0,00000;0,00000
;2,44750;0,28044;0,22716;0,00000;0,00000
;2,44800;0,25097;0,22793;0,00000;0,00000
;2,44850;0,26122;0,22888;0,00000;0,00000
;2,44900;0,27019;0,23004;0,00000;0,00000
;2,44950;0,31183;0,23144;0,00000;0,00000
;2,45000;0,20227;0,23310;0,00000;0,00000
;2,45050;0,23751;0,23497;0,00000;0,00000
;2,45100;0,22406;0,23690;0,00000;0,00000
;2,45150;0,31824;0,23879;0,00000;0,00000
;2,45200;0,26250;0,24068;0,00000;0,00000
;2,45250;0,30863;0,24264;0,00000;0,00000
;2,45300;0,22214;0,24469;0,00000;0,00000
;2,45350;0,24968;0,24679;0,00000;0,00000
