University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;0,68600;-0,02936;0,02662;0;0
;0,68650;-0,01014;0,02690;0;0
;0,68700;-0,01590;0,02665;0;0
;0,68750;0,00396;0,02590;0;0
;0,68800;-0,05883;0,02467;0;0
;0,68850;0,10519;0,02304;0;0
;0,68900;-0,02359;0,02116;0;0
;0,68950;0,04753;0,01919;0;0
;0,69000;0,02318;0,01725;0;0
;0,69050;0,02126;0,01546;0;0
;0,69100;0,00652;0,01386;0;0
;0,69150;0,01549;0,01248;0;0
;0,69200;-0,02039;0,01129;0;0
;0,69250;0,05650;0,01029;0;0
;0,69300;0,02510;0,00948;0;0
;0,69350;0,03023;0,00892;0;0
;0,69400;-0,06203;0,00861;0;0
;0,69450;0,04753;0,00844;0;0
;0,69500;0,00140;0,00837;0;0
;0,69550;0,05586;0,00839;0;0
;0,69600;-0,04409;0,00852;0;0
;0,69650;0,03279;0,00873;0;0
;0,69700;-0,06524;0,00894;0;0
;0,69750;0,03471;0,00907;0;0
;0,69800;-0,03384;0,00907;0;0
;0,69850;0,02318;0,00892;0;0
;0,69900;0,06290;0,00868;0;0
;0,69950;0,07187;0,00846;0;0
;0,70000;-0,00885;0,00842;0;0
;0,70050;0,07892;0,00862;0;0
;0,70100;0,02126;0,00908;0;0
;0,70150;0,03279;0,00983;0;0
;0,70200;0,00076;0,01081;0;0
;0,70250;0,05970;0,01198;0;0
;0,70300;-0,02743;0,01326;0;0
;0,70350;0,07123;0,01460;0;0
;0,70400;-0,03128;0,01595;0;0
;0,70450;0,01037;0,01724;0;0
;0,70500;-0,00309;0,01838;0;0
;0,70550;0,09430;0,01934;0;0
;0,70600;-0,02872;0,02017;0;0
;0,70650;0,01870;0,02089;0;0
;0,70700;-0,00053;0,02146;0;0
;0,70750;0,03920;0,02185;0;0
;0,70800;0,05329;0,02210;0;0
;0,70850;0,06226;0,02230;0;0
;0,70900;-0,04666;0,02253;0;0
;0,70950;0,06034;0,02277;0;0
;0,71000;0,00973;0,02296;0;0
;0,71050;0,02062;0,02312;0;0
;0,71100;0,02574;0,02325;0;0
;0,71150;0,02831;0,02334;0;0
;0,71200;0,06675;0,02342;0;0
;0,71250;0,08917;0,02359;0;0
;0,71300;0,06034;0,02397;0;0
;0,71350;0,03984;0,02464;0;0
;0,71400;-0,01782;0,02556;0;0
;0,71450;0,05137;0,02661;0;0
;0,71500;-0,00053;0,02770;0;0
;0,71550;0,00332;0,02873;0;0
;0,71600;-0,03384;0,02958;0;0
;0,71650;0,01421;0,03015;0;0
;0,71700;-0,00629;0,03035;0;0
;0,71750;0,06995;0,03021;0;0
;0,71800;-0,01654;0,02980;0;0
;0,71850;0,04496;0,02919;0;0
;0,71900;-0,01206;0,02842;0;0
;0,71950;0,06547;0,02754;0;0
;0,72000;-0,00821;0,02660;0;0
;0,72050;0,04881;0,02565;0;0
;0,72100;0,04945;0,02475;0;0
;0,72150;0,04240;0,02397;0;0
;0,72200;-0,01526;0,02337;0;0
;0,72250;-0,01206;0,02288;0;0
;0,72300;-0,01142;0,02241;0;0
;0,72350;-0,02551;0,02185;0;0
;0,72400;0,00780;0,02112;0;0
;0,72450;-0,01654;0,02019;0;0
;0,72500;-0,05178;0,01905;0;0
;0,72550;-0,01911;0,01764;0;0
;0,72600;0,01485;0,01595;0;0
;0,72650;0,01741;0,01405;0;0
;0,72700;-0,04217;0,01204;0;0
;0,72750;-0,03000;0,00995;0;0
;0,72800;-0,06844;0,00775;0;0
;0,72850;0,00909;0,00539;0;0
;0,72900;-0,01718;0,00290;0;0
;0,72950;0,00460;0,00038;0;0
;0,73000;0,01421;-0,00209;0;0
;0,73050;-0,04153;-0,00439;0;0
;0,73100;-0,03192;-0,00653;0;0
;0,73150;-0,02487;-0,00852;0;0
;0,73200;-0,07228;-0,01042;0;0
;0,73250;-0,01654;-0,01228;0;0
;0,73300;-0,04409;-0,01413;0;0
;0,73350;-0,03640;-0,01598;0;0
;0,73400;-0,01846;-0,01781;0;0
;0,73450;0,00076;-0,01958;0;0
;0,73500;-0,03448;-0,02123;0;0
;0,73550;-0,03000;-0,02270;0;0
;0,73600;-0,03128;-0,02401;0;0
;0,73650;-0,06780;-0,02518;0;0
;0,73700;0,01293;-0,02625;0;0
;0,73750;-0,02872;-0,02721;0;0
;0,73800;-0,02295;-0,02802;0;0
;0,73850;0,02382;-0,02864;0;0
;0,73900;-0,04473;-0,02904;0;0
;0,73950;-0,04345;-0,02920;0;0
;0,74000;-0,02551;-0,02921;0;0
;0,74050;-0,04089;-0,02913;0;0
;0,74100;-0,00181;-0,02898;0;0
;0,74150;-0,00885;-0,02878;0;0
;0,74200;0,00268;-0,02846;0;0
;0,74250;0,01805;-0,02799;0;0
;0,74300;0,00268;-0,02730;0;0
;0,74350;-0,09150;-0,02641;0;0
;0,74400;0,02062;-0,02541;0;0
;0,74450;-0,03128;-0,02438;0;0
;0,74500;0,00652;-0,02335;0;0
;0,74550;-0,07677;-0,02233;0;0
;0,74600;0,01805;-0,02138;0;0
;0,74650;-0,01462;-0,02053;0;0
;0,74700;-0,00821;-0,01974;0;0
;0,74750;0,01485;-0,01898;0;0
;0,74800;-0,01078;-0,01822;0;0
;0,74850;-0,03064;-0,01743;0;0
;0,74900;0,01549;-0,01663;0;0
;0,74950;0,01229;-0,01583;0;0
;0,75000;0,01870;-0,01497;0;0
;0,75050;-0,00885;-0,01402;0;0
;0,75100;-0,00693;-0,01297;0;0
;0,75150;0,01870;-0,01185;0;0
;0,75200;-0,01078;-0,01069;0;0
;0,75250;-0,09150;-0,00954;0;0
;0,75300;-0,02423;-0,00853;0;0
;0,75350;-0,03576;-0,00782;0;0
;0,75400;0,03151;-0,00741;0;0
;0,75450;-0,01590;-0,00725;0;0
;0,75500;-0,01462;-0,00725;0;0
;0,75550;-0,02615;-0,00738;0;0
;0,75600;0,02767;-0,00761;0;0
;0,75650;-0,02808;-0,00791;0;0
;0,75700;0,05842;-0,00821;0;0
;0,75750;-0,03064;-0,00842;0;0
;0,75800;0,05329;-0,00849;0;0
;0,75850;0,03599;-0,00836;0;0
;0,75900;0,00140;-0,00796;0;0
;0,75950;0,00012;-0,00728;0;0
;0,76000;-0,01014;-0,00640;0;0
;0,76050;0,00204;-0,00538;0;0
;0,76100;0,05329;-0,00429;0;0
;0,76150;0,05201;-0,00307;0;0
;0,76200;0,02446;-0,00167;0;0
;0,76250;-0,03000;-0,00008;0;0
;0,76300;0,08341;0,00164;0;0
;0,76350;-0,03704;0,00343;0;0
;0,76400;0,04048;0,00526;0;0
;0,76450;-0,02679;0,00705;0;0
;0,76500;0,05137;0,00874;0;0
;0,76550;-0,05947;0,01028;0;0
;0,76600;0,07892;0,01163;0;0
;0,76650;0,02382;0,01279;0;0
;0,76700;0,03087;0,01385;0;0
;0,76750;0,07123;0,01488;0;0
;0,76800;0,06611;0,01595;0;0
;0,76850;-0,02551;0,01714;0;0
;0,76900;0,06803;0,01841;0;0
;0,76950;-0,00885;0,01971;0;0
;0,77000;0,06162;0,02099;0;0
;0,77050;-0,00437;0,02224;0;0
;0,77100;0,03343;0,02342;0;0
;0,77150;-0,00757;0,02448;0;0
;0,77200;0,05714;0,02539;0;0
;0,77250;0,02062;0,02614;0;0
;0,77300;-0,02295;0,02675;0;0
;0,77350;-0,00309;0,02716;0;0
;0,77400;0,07956;0,02732;0;0
;0,77450;-0,02936;0,02729;0;0
;0,77500;0,00268;0,02708;0;0
;0,77550;-0,02103;0,02665;0;0
;0,77600;0,07380;0,02598;0;0
;0,77650;0,03535;0,02517;0;0
;0,77700;0,03663;0,02434;0;0
;0,77750;0,01421;0,02358;0;0
;0,77800;0,05586;0,02292;0;0
;0,77850;-0,03769;0,02237;0;0
;0,77900;0,05906;0,02191;0;0
;0,77950;-0,01782;0,02149;0;0
;0,78000;0,04817;0,02111;0;0
;0,78050;-0,01462;0,02077;0;0
;0,78100;0,00973;0,02042;0;0
;0,78150;-0,02936;0,02003;0;0
;0,78200;0,02702;0,01953;0;0
;0,78250;-0,04537;0,01889;0;0
;0,78300;0,04496;0,01809;0;0
;0,78350;-0,00309;0,01716;0;0
;0,78400;0,03407;0,01617;0;0
;0,78450;-0,01270;0,01516;0;0
;0,78500;0,03535;0,01418;0;0
;0,78550;0,03599;0,01326;0;0
;0,78600;0,02318;0,01248;0;0
;0,78650;-0,00053;0,01187;0;0
;0,78700;0,06098;0,01145;0;0
;0,78750;-0,02808;0,01122;0;0
;0,78800;0,01677;0,01114;0;0
;0,78850;0,00460;0,01115;0;0
;0,78900;0,02831;0,01123;0;0
;0,78950;-0,04345;0,01133;0;0
;0,79000;-0,03704;0,01138;0;0
;0,79050;-0,01334;0,01126;0;0
;0,79100;0,01485;0,01091;0;0
;0,79150;-0,02936;0,01034;0;0
;0,79200;0,02895;0,00958;0;0
;0,79250;-0,03128;0,00869;0;0
;0,79300;0,02895;0,00769;0;0
;0,79350;-0,00437;0,00665;0;0
;0,79400;-0,02295;0,00560;0;0
;0,79450;-0,01782;0,00453;0;0
;0,79500;0,02446;0,00345;0;0
;0,79550;-0,00245;0,00238;0;0
;0,79600;-0,02936;0,00136;0;0
;0,79650;-0,04730;0,00037;0;0
;0,79700;0,00012;-0,00066;0;0
;0,79750;-0,03576;-0,00176;0;0
;0,79800;0,03535;-0,00291;0;0
;0,79850;-0,00501;-0,00405;0;0
;0,79900;-0,00245;-0,00508;0;0
;0,79950;0,00844;-0,00598;0;0
;0,80000;-0,01334;-0,00673;0;0
;0,80050;0,00268;-0,00731;0;0
;0,80100;0,00076;-0,00774;0;0
;0,80150;-0,01590;-0,00802;0;0
;0,80200;-0,01142;-0,00817;0;0
;0,80250;0,01229;-0,00823;0;0
;0,80300;-0,00245;-0,00819;0;0
;0,80350;-0,03833;-0,00807;0;0
;0,80400;0,00012;-0,00791;0;0
;0,80450;-0,09279;-0,00779;0;0
;0,80500;-0,03384;-0,00783;0;0
;0,80550;-0,06588;-0,00813;0;0
;0,80600;-0,00437;-0,00876;0;0
;0,80650;-0,04409;-0,00969;0;0
;0,80700;-0,05370;-0,01088;0;0
;0,80750;-0,00693;-0,01230;0;0
;0,80800;-0,05114;-0,01391;0;0
;0,80850;-0,03897;-0,01565;0;0
;0,80900;-0,05114;-0,01750;0;0
;0,80950;-0,01014;-0,01945;0;0
;0,81000;-0,00117;-0,02140;0;0
;0,81050;0,00588;-0,02325;0;0
;0,81100;-0,03320;-0,02487;0;0
;0,81150;0,01613;-0,02622;0;0
;0,81200;-0,00821;-0,02724;0;0
;0,81250;-0,03769;-0,02791;0;0
;0,81300;-0,05947;-0,02828;0;0
;0,81350;-0,00245;-0,02844;0;0
;0,81400;-0,03064;-0,02847;0;0
;0,81450;0,01998;-0,02835;0;0
;0,81500;-0,07164;-0,02808;0;0
;0,81550;0,01037;-0,02769;0;0
;0,81600;-0,06459;-0,02723;0;0
;0,81650;-0,05114;-0,02677;0;0
;0,81700;-0,03704;-0,02639;0;0
;0,81750;-0,01718;-0,02615;0;0
;0,81800;-0,04473;-0,02603;0;0
;0,81850;0,02959;-0,02600;0;0
;0,81900;-0,04922;-0,02600;0;0
;0,81950;0,00588;-0,02598;0;0
;0,82000;-0,03961;-0,02591;0;0
;0,82050;-0,00053;-0,02578;0;0
;0,82100;-0,05498;-0,02561;0;0
;0,82150;0,01485;-0,02540;0;0
;0,82200;-0,04089;-0,02516;0;0
;0,82250;-0,01398;-0,02488;0;0
;0,82300;-0,03576;-0,02457;0;0
;0,82350;-0,00885;-0,02427;0;0
;0,82400;-0,03576;-0,02397;0;0
;0,82450;-0,05306;-0,02370;0;0
;0,82500;-0,05819;-0,02352;0;0
;0,82550;-0,00757;-0,02350;0;0
;0,82600;0,00652;-0,02361;0;0
;0,82650;0,03407;-0,02375;0;0
;0,82700;-0,04409;-0,02380;0;0
;0,82750;0,02254;-0,02369;0;0
;0,82800;-0,03769;-0,02343;0;0
;0,82850;0,03151;-0,02302;0;0
;0,82900;-0,04666;-0,02245;0;0
;0,82950;-0,00950;-0,02175;0;0
;0,83000;0,01229;-0,02096;0;0
;0,83050;0,01165;-0,02009;0;0
;0,83100;-0,02103;-0,01910;0;0
;0,83150;0,06931;-0,01799;0;0
;0,83200;-0,05114;-0,01672;0;0
;0,83250;-0,01654;-0,01533;0;0
;0,83300;-0,06139;-0,01394;0;0
;0,83350;0,04432;-0,01265;0;0
;0,83400;-0,01398;-0,01149;0;0
;0,83450;0,00652;-0,01041;0;0
;0,83500;-0,03512;-0,00941;0;0
;0,83550;0,01421;-0,00851;0;0
;0,83600;0,01613;-0,00771;0;0
;0,83650;0,05009;-0,00694;0;0
;0,83700;-0,01206;-0,00612;0;0
;0,83750;0,03343;-0,00521;0;0
;0,83800;-0,03640;-0,00422;0;0
;0,83850;0,02254;-0,00320;0;0
;0,83900;0,01998;-0,00218;0;0
;0,83950;0,02318;-0,00114;0;0
;0,84000;-0,02679;-0,00009;0;0
;0,84050;-0,00437;0,00094;0;0
;0,84100;-0,00693;0,00188;0;0
;0,84150;0,03856;0,00269;0;0
;0,84200;-0,00117;0,00341;0;0
;0,84250;0,05265;0,00409;0;0
;0,84300;0,00140;0,00477;0;0
;0,84350;0,02254;0,00549;0;0
;0,84400;-0,01270;0,00624;0;0
;0,84450;0,02382;0,00698;0;0
;0,84500;0,04817;0,00770;0;0
;0,84550;0,02767;0,00845;0;0
;0,84600;-0,01334;0,00927;0;0
;0,84650;0,03279;0,01012;0;0
;0,84700;0,07572;0,01099;0;0
;0,84750;0,07508;0,01196;0;0
;0,84800;-0,00757;0,01313;0;0
;0,84850;0,05137;0,01450;0;0
;0,84900;0,00652;0,01598;0;0
;0,84950;0,10199;0,01756;0;0
;0,85000;-0,06652;0,01920;0;0
;0,85050;0,01998;0,02082;0;0
;0,85100;0,01229;0,02228;0;0
;0,85150;0,03151;0,02351;0;0
;0,85200;0,00268;0,02451;0;0
;0,85250;0,05329;0,02530;0;0
;0,85300;0,03023;0,02590;0;0
;0,85350;0,02382;0,02637;0;0
;0,85400;0,01229;0,02673;0;0
;0,85450;0,04945;0,02700;0;0
;0,85500;0,02382;0,02718;0;0
;0,85550;0,04817;0,02733;0;0
;0,85600;-0,05819;0,02744;0;0
;0,85650;0,06867;0,02745;0;0
;0,85700;0,01870;0,02733;0;0
;0,85750;0,07123;0,02716;0;0
;0,85800;0,03151;0,02701;0;0
;0,85850;0,02254;0,02694;0;0
;0,85900;0,02959;0,02695;0;0
;0,85950;-0,00565;0,02701;0;0
;0,86000;-0,02487;0,02704;0;0
;0,86050;0,07444;0,02696;0;0
;0,86100;-0,04473;0,02675;0;0
;0,86150;0,05137;0,02642;0;0
;0,86200;-0,01590;0,02596;0;0
;0,86250;0,01357;0,02536;0;0
;0,86300;-0,02103;0,02462;0;0
;0,86350;0,03856;0,02372;0;0
;0,86400;0,01293;0,02269;0;0
;0,86450;-0,01078;0,02159;0;0
;0,86500;-0,04986;0,02040;0;0
;0,86550;0,03215;0,01908;0;0
;0,86600;-0,01334;0,01761;0;0
;0,86650;0,00460;0,01605;0;0
;0,86700;-0,04666;0,01440;0;0
;0,86750;-0,00245;0,01266;0;0
;0,86800;-0,00565;0,01082;0;0
;0,86850;-0,01462;0,00890;0;0
;0,86900;-0,02167;0,00694;0;0
;0,86950;0,02446;0,00497;0;0
;0,87000;0,01613;0,00306;0;0
;0,87050;0,01741;0,00131;0;0
;0,87100;-0,02231;-0,00021;0;0
;0,87150;-0,02487;-0,00151;0;0
;0,87200;-0,02743;-0,00266;0;0
;0,87250;0,01998;-0,00371;0;0
;0,87300;-0,02615;-0,00466;0;0
;0,87350;-0,04537;-0,00552;0;0
;0,87400;-0,05883;-0,00637;0;0
;0,87450;-0,01334;-0,00730;0;0
;0,87500;-0,00373;-0,00834;0;0
;0,87550;-0,01846;-0,00944;0;0
;0,87600;-0,03320;-0,01056;0;0
;0,87650;-0,00245;-0,01167;0;0
;0,87700;-0,00373;-0,01276;0;0
;0,87750;0,01165;-0,01375;0;0
;0,87800;0,04560;-0,01456;0;0
;0,87850;-0,03512;-0,01510;0;0
;0,87900;0,01934;-0,01534;0;0
;0,87950;0,03343;-0,01530;0;0
;0,88000;-0,00950;-0,01495;0;0
;0,88050;0,01870;-0,01429;0;0
;0,88100;-0,04217;-0,01338;0;0
;0,88150;-0,01526;-0,01231;0;0
;0,88200;0,02062;-0,01120;0;0
;0,88250;-0,06139;-0,01008;0;0
;0,88300;-0,05563;-0,00907;0;0
;0,88350;-0,00437;-0,00828;0;0
;0,88400;0,01613;-0,00774;0;0
;0,88450;-0,08446;-0,00744;0;0
;0,88500;-0,06011;-0,00740;0;0
;0,88550;-0,04601;-0,00772;0;0
;0,88600;-0,05691;-0,00847;0;0
;0,88650;-0,01718;-0,00963;0;0
;0,88700;-0,04858;-0,01113;0;0
;0,88750;-0,10880;-0,01295;0;0
;0,88800;0,01229;-0,01507;0;0
;0,88850;-0,04858;-0,01744;0;0
;0,88900;0,01165;-0,01992;0;0
;0,88950;-0,00757;-0,02237;0;0
;0,89000;0,02446;-0,02461;0;0
;0,89050;-0,02872;-0,02652;0;0
;0,89100;-0,04537;-0,02806;0;0
;0,89150;-0,03769;-0,02925;0;0
;0,89200;-0,04153;-0,03019;0;0
;0,89250;-0,04153;-0,03093;0;0
;0,89300;-0,02423;-0,03153;0;0
;0,89350;-0,00245;-0,03200;0;0
;0,89400;-0,01526;-0,03230;0;0
;0,89450;-0,09022;-0,03242;0;0
;0,89500;-0,04858;-0,03247;0;0
;0,89550;-0,03128;-0,03253;0;0
;0,89600;0,01677;-0,03262;0;0
;0,89650;-0,05691;-0,03270;0;0
;0,89700;-0,01270;-0,03271;0;0
;0,89750;-0,07100;-0,03267;0;0
;0,89800;-0,02679;-0,03263;0;0
;0,89850;0,00588;-0,03261;0;0
;0,89900;0,01677;-0,03255;0;0
;0,89950;-0,03000;-0,03234;0;0
;0,90000;0,03856;-0,03192;0;0
;0,90050;-0,05947;-0,03127;0;0
;0,90100;0,00716;-0,03041;0;0
;0,90150;-0,02487;-0,02938;0;0
;0,90200;-0,01846;-0,02824;0;0
;0,90250;-0,01398;-0,02702;0;0
;0,90300;0,02831;-0,02574;0;0
;0,90350;-0,03256;-0,02438;0;0
;0,90400;-0,02615;-0,02297;0;0
;0,90450;0,00652;-0,02156;0;0
;0,90500;0,03407;-0,02016;0;0
;0,90550;-0,01975;-0,01872;0;0
;0,90600;0,02831;-0,01721;0;0
;0,90650;-0,06139;-0,01567;0;0
;0,90700;0,03792;-0,01414;0;0
;0,90750;-0,01911;-0,01266;0;0
;0,90800;0,01165;-0,01123;0;0
;0,90850;0,01165;-0,00986;0;0
;0,90900;-0,02423;-0,00852;0;0
;0,90950;-0,00245;-0,00726;0;0
;0,91000;0,02190;-0,00610;0;0
;0,91050;-0,01014;-0,00503;0;0
;0,91100;0,04753;-0,00402;0;0
;0,91150;0,04112;-0,00300;0;0
;0,91200;0,11160;-0,00186;0;0
;0,91250;0,08020;-0,00043;0;0
;0,91300;0,21283;0,00151;0;0
;0,91350;0,10839;0,00419;0;0
;0,91400;0,24870;0,00782;0;0
;0,91450;0,31982;0,01265;0;0
;0,91500;0,42425;0,01904;0;0
;0,91550;0,36531;0,02744;0;0
;0,91600;0,45693;0,03818;0;0
;0,91650;0,43515;0,05145;0;0
;0,91700;0,47295;0,06732;0;0
;0,91750;0,47231;0,08574;0;0
;0,91800;0,54919;0,10658;0;0
;0,91850;0,43387;0,12964;0;0
;0,91900;0,51203;0,15458;0;0
;0,91950;0,49473;0,18099;0;0
;0,92000;0,51139;0,20845;0;0
;0,92050;0,59532;0,23657;0;0
;0,92100;0,64209;0,26511;0;0
;0,92150;0,62736;0,29393;0;0
;0,92200;0,67733;0,32291;0;0
;0,92250;0,62287;0,35192;0;0
;0,92300;0,71449;0,38078;0;0
;0,92350;0,76703;0,40936;0;0
;0,92400;0,92143;0,43770;0;0
;0,92450;0,90606;0,46604;0;0
;0,92500;1,07456;0,49473;0;0
;0,92550;1,07969;0,52417;0;0
;0,92600;1,20782;0,55477;0;0
;0,92650;1,28727;0,58698;0;0
;0,92700;1,26869;0,62120;0;0
;0,92750;1,22769;0,65762;0;0
;0,92800;1,28855;0,69618;0;0
;0,92850;1,23730;0,73659;0;0
;0,92900;1,34942;0,77849;0;0
;0,92950;1,20526;0,82144;0;0
;0,93000;1,24755;0,86492;0;0
;0,93050;1,20526;0,90825;0;0
;0,93100;1,30585;0,95079;0;0
;0,93150;1,18924;0,99202;0;0
;0,93200;1,35262;1,03149;0;0
;0,93250;1,32635;1,06890;0;0
;0,93300;1,46026;1,10417;0;0
;0,93350;1,38850;1,13740;0;0
;0,93400;1,54931;1,16875;0;0
;0,93450;1,54483;1,19848;0;0
;0,93500;1,66720;1,22696;0;0
;0,93550;1,54675;1,25459;0;0
;0,93600;1,67233;1,28165;0;0
;0,93650;1,64542;1,30832;0;0
;0,93700;1,73319;1,33478;0;0
;0,93750;1,75370;1,36121;0;0
;0,93800;1,85108;1,38781;0;0
;0,93850;1,79598;1,41482;0;0
;0,93900;1,86838;1,44237;0;0
;0,93950;1,88824;1,47052;0;0
;0,94000;1,97345;1,49934;0;0
;0,94050;1,99332;1,52891;0;0
;0,94100;2,01510;1,55931;0;0
;0,94150;2,03624;1,59057;0;0
;0,94200;2,13683;1,62266;0;0
;0,94250;2,11953;1,65558;0;0
;0,94300;2,19770;1,68934;0;0
;0,94350;2,16182;1,72390;0;0
;0,94400;2,23486;1,75914;0;0
;0,94450;2,19962;1,79492;0;0
;0,94500;2,24319;1,83103;0;0
;0,94550;2,17591;1,86719;0;0
;0,94600;2,15029;1,90305;0;0
;0,94650;2,12722;1,93809;0;0
;0,94700;2,12850;1,97181;0;0
;0,94750;2,06251;2,00368;0;0
;0,94800;2,09070;2,03323;0;0
;0,94850;2,03112;2,06003;0;0
;0,94900;2,11441;2,08375;0;0
;0,94950;2,13811;2,10427;0;0
;0,95000;2,22589;2,12168;0;0
;0,95050;2,23550;2,13631;0;0
;0,95100;2,31558;2,14862;0;0
;0,95150;2,43219;2,15922;0;0
;0,95200;2,57378;2,16886;0;0
;0,95250;2,72755;2,17855;0;0
;0,95300;2,82494;2,18944;0;0
;0,95350;2,98319;2,20271;0;0
;0,95400;2,96140;2,21947;0;0
;0,95450;2,90374;2,24051;0;0
;0,95500;2,88580;2,26614;0;0
;0,95550;2,89285;2,29619;0;0
;0,95600;2,79162;2,33019;0;0
;0,95650;2,75574;2,36738;0;0
;0,95700;2,69424;2,40676;0;0
;0,95750;2,62120;2,44717;0;0
;0,95800;2,59493;2,48742;0;0
;0,95850;2,59236;2,52634;0;0
;0,95900;2,65900;2,56297;0;0
;0,95950;2,73652;2,59668;0;0
;0,96000;2,87619;2,62725;0;0
;0,96050;2,93065;2,65488;0;0
;0,96100;3,05495;2,68005;0;0
;0,96150;3,13055;2,70346;0;0
;0,96200;3,18821;2,72590;0;0
;0,96250;3,39772;2,74822;0;0
;0,96300;3,37722;2,77132;0;0
;0,96350;3,44769;2,79606;0;0
;0,96400;3,34006;2,82299;0;0
;0,96450;3,39708;2,85234;0;0
;0,96500;3,22986;2,88394;0;0
;0,96550;3,23242;2,91732;0;0
;0,96600;3,07801;2,95169;0;0
;0,96650;3,04726;2,98605;0;0
;0,96700;3,06007;3,01932;0;0
;0,96750;3,07929;3,05059;0;0
;0,96800;3,13952;3,07920;0;0
;0,96850;3,32724;3,10488;0;0
;0,96900;3,35351;3,12779;0;0
;0,96950;3,52970;3,14845;0;0
;0,97000;3,71038;3,16767;0;0
;0,97050;3,84941;3,18654;0;0
;0,97100;3,97370;3,20635;0;0
;0,97150;4,06020;3,22836;0;0
;0,97200;3,99549;3,25364;0;0
;0,97250;4,02239;3,28283;0;0
;0,97300;3,90963;3,31608;0;0
;0,97350;3,78598;3,35306;0;0
;0,97400;3,71742;3,39291;0;0
;0,97450;3,71294;3,43450;0;0
;0,97500;3,67129;3,47660;0;0
;0,97550;3,64759;3,51807;0;0
;0,97600;3,70525;3,55791;0;0
;0,97650;3,72639;3,59535;0;0
;0,97700;3,81353;3,62994;0;0
;0,97750;3,97562;3,66155;0;0
;0,97800;4,06404;3,69049;0;0
;0,97850;4,17552;3,71737;0;0
;0,97900;4,29597;3,74301;0;0
;0,97950;4,42411;3,76835;0;0
;0,98000;4,37542;3,79434;0;0
;0,98050;4,42924;3,82174;0;0
;0,98100;4,38246;3,85099;0;0
;0,98150;4,42731;3,88224;0;0
;0,98200;4,31007;3,91539;0;0
;0,98250;4,28700;3,95007;0;0
;0,98300;4,26201;3,98565;0;0
;0,98350;4,32096;4,02144;0;0
;0,98400;4,39272;4,05687;0;0
;0,98450;4,47857;4,09160;0;0
;0,98500;4,51060;4,12554;0;0
;0,98550;4,60799;4,15876;0;0
;0,98600;4,72011;4,19146;0;0
;0,98650;4,77649;4,22402;0;0
;0,98700;4,74446;4,25684;0;0
;0,98750;4,81686;4,29019;0;0
;0,98800;4,76368;4,32420;0;0
;0,98850;4,94820;4,35892;0;0
;0,98900;4,95076;4,39441;0;0
;0,98950;4,91040;4,43078;0;0
;0,99000;4,84248;4,46795;0;0
;0,99050;4,85402;4,50558;0;0
;0,99100;4,81814;4,54316;0;0
;0,99150;4,84056;4,58016;0;0
;0,99200;4,77008;4,61606;0;0
;0,99250;4,89886;4,65035;0;0
;0,99300;4,89822;4,68272;0;0
;0,99350;5,00970;4,71309;0;0
;0,99400;4,97126;4,74155;0;0
;0,99450;5,15770;4,76831;0;0
;0,99500;5,13528;4,79375;0;0
;0,99550;5,26150;4,81832;0;0
;0,99600;5,29225;4,84256;0;0
;0,99650;5,48446;4,86704;0;0
;0,99700;5,47229;4,89243;0;0
;0,99750;5,60235;4,91936;0;0
;0,99800;5,55237;4,94838;0;0
;0,99850;5,54917;4,97978;0;0
;0,99900;5,52098;5,01355;0;0
;0,99950;5,53571;5,04942;0;0
;1,00000;5,48382;5,08696;0;0
;1,00050;5,56647;5,12562;0;0
;1,00100;5,48510;5,16485;0;0
;1,00150;5,53956;5,20409;0;0
;1,00200;5,49727;5,24278;0;0
;1,00250;5,59658;5,28044;0;0
;1,00300;5,65168;5,31674;0;0
;1,00350;5,77790;5,35161;0;0
;1,00400;5,78559;5,38520;0;0
;1,00450;5,84197;5,41779;0;0
;1,00500;5,81057;5,44962;0;0
;1,00550;5,84261;5,48085;0;0
;1,00600;5,88489;5,51156;0;0
;1,00650;6,00662;5,54184;0;0
;1,00700;5,93743;5,57188;0;0
;1,00750;5,96562;5,60182;0;0
;1,00800;5,90796;5,63163;0;0
;1,00850;5,90347;5,66115;0;0
;1,00900;5,95024;5,69010;0;0
;1,00950;5,90219;5,71824;0;0
;1,01000;5,93359;5,74533;0;0
;1,01050;6,01175;5,77117;0;0
;1,01100;6,06237;5,79573;0;0
;1,01150;6,17769;5,81918;0;0
;1,01200;6,22318;5,84186;0;0
;1,01250;6,30134;5,86424;0;0
;1,01300;6,32377;5,88680;0;0
;1,01350;6,46792;5,91003;0;0
;1,01400;6,49291;5,93442;0;0
;1,01450;6,47305;5,96041;0;0
;1,01500;6,39040;5,98822;0;0
;1,01550;6,46088;6,01773;0;0
;1,01600;6,48202;6,04869;0;0
;1,01650;6,47177;6,08083;0;0
;1,01700;6,39809;6,11379;0;0
;1,01750;6,41154;6,14710;0;0
;1,01800;6,50124;6,18024;0;0
;1,01850;6,51213;6,21282;0;0
;1,01900;6,44294;6,24458;0;0
;1,01950;6,46600;6,27523;0;0
;1,02000;6,56915;6,30449;0;0
;1,02050;6,68768;6,33230;0;0
;1,02100;6,70178;6,35887;0;0
;1,02150;6,68128;6,38451;0;0
;1,02200;6,71075;6,40946;0;0
