University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;0,35600;0,02000;-0,01600;0;0
;0,35600;-0,07500;-0,01600;0;0
;0,35700;-0,06800;-0,01600;0;0
;0,35700;-0,01500;-0,01600;0;0
;0,35800;-0,04000;-0,01700;0;0
;0,35800;-0,04200;-0,01700;0;0
;0,35900;-0,02300;-0,01800;0;0
;0,35900;-0,02200;-0,01900;0;0
;0,36000;-0,01800;-0,02000;0;0
;0,36000;-0,03300;-0,02100;0;0
;0,36100;-0,01800;-0,02200;0;0
;0,36100;-0,03400;-0,02300;0;0
;0,36200;-0,03300;-0,02400;0;0
;0,36200;-0,01000;-0,02500;0;0
;0,36300;0,01300;-0,02600;0;0
;0,36300;-0,02400;-0,02600;0;0
;0,36400;-0,02400;-0,02700;0;0
;0,36400;-0,05300;-0,02700;0;0
;0,36500;-0,01000;-0,02700;0;0
;0,36500;-0,03500;-0,02700;0;0
;0,36600;-0,02500;-0,02700;0;0
;0,36600;-0,04500;-0,02700;0;0
;0,36700;-0,03200;-0,02700;0;0
;0,36700;-0,07900;-0,02700;0;0
;0,36800;-0,01300;-0,02700;0;0
;0,36800;-0,00400;-0,02700;0;0
;0,36900;0,00800;-0,02700;0;0
;0,36900;-0,01100;-0,02800;0;0
;0,37000;0,02600;-0,02800;0;0
;0,37000;0,01800;-0,02700;0;0
;0,37100;-0,02500;-0,02700;0;0
;0,37100;-0,04400;-0,02600;0;0
;0,37200;0,00300;-0,02500;0;0
;0,37200;-0,07000;-0,02400;0;0
;0,37300;-0,02100;-0,02300;0;0
;0,37300;-0,02400;-0,02200;0;0
;0,37400;0,02500;-0,02100;0;0
;0,37400;-0,05000;-0,02100;0;0
;0,37500;-0,03600;-0,02000;0;0
;0,37500;-0,04000;-0,02000;0;0
;0,37600;-0,00200;-0,01900;0;0
;0,37600;-0,02400;-0,01900;0;0
;0,37700;-0,01200;-0,01900;0;0
;0,37700;-0,04000;-0,01900;0;0
;0,37800;-0,01000;-0,01900;0;0
;0,37800;-0,07900;-0,01900;0;0
;0,37900;0,05500;-0,01900;0;0
;0,37900;-0,05400;-0,01900;0;0
;0,38000;0,01500;-0,02000;0;0
;0,38000;-0,00700;-0,02000;0;0
;0,38100;0,01400;-0,02000;0;0
;0,38100;-0,02400;-0,02000;0;0
;0,38200;0,00800;-0,02000;0;0
;0,38200;0,01000;-0,01900;0;0
;0,38300;0,06500;-0,01900;0;0
;0,38300;-0,00900;-0,01800;0;0
;0,38400;0,02800;-0,01700;0;0
;0,38400;-0,04200;-0,01500;0;0
;0,38500;0,03700;-0,01400;0;0
;0,38500;-0,02400;-0,01200;0;0
;0,38600;0,06000;-0,01000;0;0
;0,38600;-0,02900;-0,00800;0;0
;0,38700;0,00400;-0,00600;0;0
;0,38700;-0,05200;-0,00400;0;0
;0,38800;0,06700;-0,00300;0;0
;0,38800;-0,04200;-0,00100;0;0
;0,38900;0,04000;0,00000;0;0
;0,38900;-0,06300;0,00100;0;0
;0,39000;0,09000;0,00200;0;0
;0,39000;-0,01700;0,00300;0;0
;0,39100;0,03000;0,00400;0;0
;0,39100;0,02800;0,00500;0;0
;0,39200;0,04600;0,00600;0;0
;0,39200;-0,03000;0,00700;0;0
;0,39300;0,03700;0,00700;0;0
;0,39300;-0,02600;0,00800;0;0
;0,39400;0,04100;0,00900;0;0
;0,39400;-0,00100;0,01000;0;0
;0,39500;0,00700;0,01000;0;0
;0,39500;-0,02900;0,01100;0;0
;0,39600;0,01900;0,01100;0;0
;0,39600;0,05800;0,01200;0;0
;0,39700;0,05700;0,01200;0;0
;0,39700;-0,01700;0,01200;0;0
;0,39800;0,00200;0,01200;0;0
;0,39800;-0,02900;0,01300;0;0
;0,39900;0,07300;0,01300;0;0
;0,39900;-0,04200;0,01300;0;0
;0,40000;0,03700;0,01300;0;0
;0,40000;0,02500;0,01300;0;0
;0,40100;-0,00800;0,01300;0;0
;0,40100;0,00500;0,01300;0;0
;0,40200;0,02300;0,01300;0;0
;0,40200;0,00500;0,01300;0;0
;0,40300;0,08000;0,01300;0;0
;0,40300;0,03800;0,01300;0;0
;0,40400;0,08500;0,01300;0;0
;0,40400;-0,02200;0,01400;0;0
;0,40500;0,02900;0,01400;0;0
;0,40500;-0,03000;0,01500;0;0
;0,40600;-0,00100;0,01600;0;0
;0,40600;-0,00800;0,01700;0;0
;0,40700;0,05600;0,01700;0;0
;0,40700;-0,03400;0,01800;0;0
;0,40800;0,05300;0,01800;0;0
;0,40800;0,01000;0,01800;0;0
;0,40900;-0,00700;0,01800;0;0
;0,40900;0,01900;0,01800;0;0
;0,41000;0,10000;0,01800;0;0
;0,41000;0,02400;0,01800;0;0
;0,41100;0,02900;0,01800;0;0
;0,41100;-0,04300;0,01800;0;0
;0,41200;0,01800;0,01800;0;0
;0,41200;-0,04500;0,01900;0;0
;0,41300;0,05700;0,01900;0;0
;0,41300;-0,02400;0,01800;0;0
;0,41400;0,07300;0,01800;0;0
;0,41400;-0,02400;0,01800;0;0
;0,41500;-0,00400;0,01700;0;0
;0,41500;-0,02900;0,01700;0;0
;0,41600;0,06100;0,01600;0;0
;0,41600;-0,02000;0,01600;0;0
;0,41700;0,00500;0,01500;0;0
;0,41700;-0,02900;0,01400;0;0
;0,41800;-0,03400;0,01300;0;0
;0,41800;-0,08000;0,01200;0;0
;0,41900;0,07200;0,01100;0;0
;0,41900;-0,04000;0,00900;0;0
;0,42000;0,01700;0,00700;0;0
;0,42000;-0,02700;0,00600;0;0
;0,42100;-0,02700;0,00400;0;0
;0,42100;0,01700;0,00200;0;0
;0,42200;-0,02200;0,00000;0;0
;0,42200;-0,02400;-0,00100;0;0
;0,42300;0,03900;-0,00300;0;0
;0,42300;0,05100;-0,00400;0;0
;0,42400;-0,00100;-0,00600;0;0
;0,42400;-0,05000;-0,00600;0;0
;0,42500;0,00700;-0,00700;0;0
;0,42500;-0,00100;-0,00700;0;0
;0,42600;-0,00500;-0,00800;0;0
;0,42600;-0,03600;-0,00800;0;0
;0,42700;-0,04100;-0,00800;0;0
;0,42700;-0,03400;-0,00800;0;0
;0,42800;0,04900;-0,00800;0;0
;0,42800;-0,02000;-0,00800;0;0
;0,42900;0,00300;-0,00800;0;0
;0,42900;-0,02800;-0,00800;0;0
;0,43000;-0,00600;-0,00800;0;0
;0,43000;-0,01800;-0,00900;0;0
;0,43100;-0,00200;-0,00900;0;0
;0,43100;-0,00100;-0,00900;0;0
;0,43200;0,01300;-0,00900;0;0
;0,43200;-0,02700;-0,00900;0;0
;0,43300;0,02500;-0,00900;0;0
;0,43300;-0,00200;-0,00900;0;0
;0,43400;-0,05200;-0,00900;0;0
;0,43400;-0,00400;-0,00800;0;0
;0,43500;-0,01800;-0,00800;0;0
;0,43500;-0,04600;-0,00800;0;0
;0,43600;-0,05600;-0,00800;0;0
;0,43600;0,01500;-0,00800;0;0
;0,43700;-0,01500;-0,00900;0;0
;0,43700;-0,03200;-0,00900;0;0
;0,43800;-0,00300;-0,01000;0;0
;0,43800;-0,03600;-0,01100;0;0
;0,43900;-0,02600;-0,01200;0;0
;0,43900;-0,01000;-0,01200;0;0
;0,44000;-0,03800;-0,01300;0;0
;0,44000;0,01100;-0,01400;0;0
;0,44100;-0,05400;-0,01500;0;0
;0,44100;-0,01600;-0,01600;0;0
;0,44200;-0,03100;-0,01700;0;0
;0,44200;-0,06100;-0,01800;0;0
;0,44300;-0,08200;-0,01900;0;0
;0,44300;-0,02400;-0,02000;0;0
;0,44400;-0,02600;-0,02100;0;0
;0,44400;0,03700;-0,02200;0;0
;0,44500;-0,01800;-0,02400;0;0
;0,44500;0,01700;-0,02500;0;0
;0,44600;-0,02700;-0,02600;0;0
;0,44600;-0,00400;-0,02600;0;0
;0,44700;-0,04500;-0,02600;0;0
;0,44700;0,04200;-0,02600;0;0
;0,44800;-0,05800;-0,02600;0;0
;0,44800;-0,01300;-0,02600;0;0
;0,44900;-0,01600;-0,02500;0;0
;0,44900;-0,04900;-0,02400;0;0
;0,45000;-0,06500;-0,02400;0;0
;0,45000;-0,03600;-0,02300;0;0
;0,45100;-0,03400;-0,02300;0;0
;0,45100;0,00800;-0,02300;0;0
;0,45200;-0,03500;-0,02300;0;0
;0,45200;0,02300;-0,02300;0;0
;0,45300;-0,00900;-0,02300;0;0
;0,45300;0,01200;-0,02200;0;0
;0,45400;-0,06000;-0,02200;0;0
;0,45400;-0,01000;-0,02200;0;0
;0,45500;0,01000;-0,02200;0;0
;0,45500;0,03900;-0,02100;0;0
;0,45600;-0,03600;-0,02100;0;0
;0,45600;-0,00400;-0,02000;0;0
;0,45700;-0,03400;-0,01900;0;0
;0,45700;0,05300;-0,01800;0;0
;0,45800;0,01700;-0,01700;0;0
;0,45800;0,07900;-0,01600;0;0
;0,45900;-0,07000;-0,01400;0;0
;0,45900;0,02500;-0,01300;0;0
;0,46000;-0,04000;-0,01100;0;0
;0,46000;0,01600;-0,00900;0;0
;0,46100;0,00400;-0,00700;0;0
;0,46100;0,01000;-0,00600;0;0
;0,46200;0,03000;-0,00400;0;0
;0,46200;-0,01200;-0,00300;0;0
;0,46300;-0,00400;-0,00100;0;0
;0,46300;0,03400;0,00000;0;0
;0,46400;0,00500;0,00100;0;0
;0,46400;0,00200;0,00200;0;0
;0,46500;0,00800;0,00300;0;0
;0,46500;0,01400;0,00400;0;0
;0,46600;-0,03300;0,00500;0;0
;0,46600;0,03200;0,00600;0;0
;0,46700;0,02000;0,00700;0;0
;0,46700;0,05600;0,00700;0;0
;0,46800;0,02300;0,00800;0;0
;0,46800;0,05200;0,00800;0;0
;0,46900;0,00200;0,00900;0;0
;0,46900;0,03300;0,01000;0;0
;0,47000;-0,00100;0,01100;0;0
;0,47000;0,01600;0,01200;0;0
;0,47100;-0,00700;0,01300;0;0
;0,47100;0,09100;0,01400;0;0
;0,47200;0,03200;0,01500;0;0
;0,47200;0,04800;0,01600;0;0
;0,47300;0,04000;0,01700;0;0
;0,47300;0,06000;0,01800;0;0
;0,47400;-0,02700;0,02000;0;0
;0,47400;0,04100;0,02100;0;0
;0,47500;0,01900;0,02300;0;0
;0,47500;0,03600;0,02400;0;0
;0,47600;-0,04000;0,02500;0;0
;0,47600;0,06600;0,02600;0;0
;0,47700;0,00200;0,02700;0;0
;0,47700;0,02600;0,02700;0;0
;0,47800;0,05000;0,02800;0;0
;0,47800;0,10000;0,02800;0;0
;0,47900;-0,00100;0,02800;0;0
;0,47900;0,09100;0,02900;0;0
;0,48000;-0,01800;0,02900;0;0
;0,48000;0,06700;0,03000;0;0
;0,48100;0,02300;0,03000;0;0
;0,48100;0,03400;0,03100;0;0
;0,48200;0,00700;0,03200;0;0
;0,48200;0,01000;0,03200;0;0
;0,48300;-0,06500;0,03300;0;0
;0,48300;0,00700;0,03300;0;0
;0,48400;-0,00800;0,03200;0;0
;0,48400;0,10000;0,03200;0;0
;0,48500;-0,00800;0,03100;0;0
;0,48500;0,01000;0,03000;0;0
;0,48600;-0,00800;0,02800;0;0
;0,48600;0,05300;0,02700;0;0
;0,48700;0,02600;0,02600;0;0
;0,48700;0,05200;0,02400;0;0
;0,48800;-0,02000;0,02300;0;0
;0,48800;0,03900;0,02200;0;0
;0,48900;0,00800;0,02100;0;0
;0,48900;0,02400;0,02000;0;0
;0,49000;-0,04200;0,02000;0;0
;0,49000;0,00100;0,01900;0;0
;0,49100;-0,00500;0,01800;0;0
;0,49100;0,03400;0,01700;0;0
;0,49200;-0,04600;0,01600;0;0
;0,49200;0,04400;0,01500;0;0
;0,49300;-0,01100;0,01400;0;0
;0,49300;0,03000;0,01300;0;0
;0,49400;-0,01700;0,01200;0;0
;0,49400;0,01700;0,01100;0;0
;0,49500;-0,04200;0,01000;0;0
;0,49500;0,03300;0,00900;0;0
;0,49600;-0,00400;0,00800;0;0
;0,49600;-0,02400;0,00700;0;0
;0,49700;0,00000;0,00600;0;0
;0,49700;0,04700;0,00500;0;0
;0,49800;-0,02900;0,00500;0;0
;0,49800;0,03000;0,00400;0;0
;0,49900;-0,01700;0,00300;0;0
;0,49900;-0,01700;0,00300;0;0
;0,50000;0,02100;0,00200;0;0
;0,50000;-0,03100;0,00200;0;0
;0,50100;-0,02500;0,00100;0;0
;0,50100;0,01900;0,00100;0;0
;0,50200;-0,01900;0,00000;0;0
;0,50200;0,09600;0,00000;0;0
;0,50300;-0,03000;-0,00100;0;0
;0,50300;-0,02700;-0,00100;0;0
;0,50400;-0,04100;-0,00100;0;0
;0,50400;-0,02200;-0,00100;0;0
;0,50500;-0,08600;-0,00100;0;0
;0,50500;-0,02900;-0,00200;0;0
;0,50600;-0,04300;-0,00300;0;0
;0,50600;-0,02400;-0,00400;0;0
;0,50700;-0,02000;-0,00500;0;0
;0,50700;0,00700;-0,00700;0;0
;0,50800;-0,07500;-0,00900;0;0
;0,50800;-0,00500;-0,01100;0;0
;0,50900;-0,02700;-0,01300;0;0
;0,50900;0,00000;-0,01400;0;0
;0,51000;-0,02400;-0,01600;0;0
;0,51000;0,01300;-0,01800;0;0
;0,51100;-0,01800;-0,01900;0;0
;0,51100;-0,07200;-0,02100;0;0
;0,51200;-0,03400;-0,02200;0;0
;0,51200;-0,03100;-0,02300;0;0
;0,51300;-0,05600;-0,02300;0;0
;0,51300;-0,02900;-0,02400;0;0
;0,51400;0,00600;-0,02500;0;0
;0,51400;-0,00500;-0,02600;0;0
;0,51500;-0,01700;-0,02700;0;0
;0,51500;-0,05800;-0,02700;0;0
;0,51600;0,01500;-0,02800;0;0
;0,51600;-0,03300;-0,02800;0;0
;0,51700;-0,01500;-0,02800;0;0
;0,51700;-0,08000;-0,02800;0;0
;0,51800;-0,06800;-0,02800;0;0
;0,51800;-0,04800;-0,02800;0;0
;0,51900;0,04900;-0,02800;0;0
;0,51900;-0,01500;-0,02800;0;0
;0,52000;-0,04100;-0,02800;0;0
;0,52000;-0,07400;-0,02800;0;0
;0,52100;0,01500;-0,02800;0;0
;0,52100;-0,01700;-0,02800;0;0
;0,52200;0,00300;-0,02800;0;0
;0,52200;0,00200;-0,02800;0;0
;0,52300;-0,02000;-0,02800;0;0
;0,52300;-0,07400;-0,02700;0;0
;0,52400;-0,02600;-0,02700;0;0
;0,52400;-0,00800;-0,02600;0;0
;0,52500;-0,00100;-0,02600;0;0
;0,52500;-0,03400;-0,02500;0;0
;0,52600;-0,02200;-0,02500;0;0
;0,52600;-0,04000;-0,02400;0;0
;0,52700;0,03300;-0,02400;0;0
;0,52700;-0,04200;-0,02300;0;0
;0,52800;0,00300;-0,02300;0;0
;0,52800;-0,01600;-0,02200;0;0
;0,52900;-0,02600;-0,02200;0;0
;0,52900;0,03200;-0,02100;0;0
;0,53000;0,00100;-0,02000;0;0
;0,53000;-0,02400;-0,01900;0;0
;0,53100;0,00000;-0,01800;0;0
;0,53100;-0,05700;-0,01800;0;0
;0,53200;0,01900;-0,01700;0;0
;0,53200;0,00300;-0,01600;0;0
;0,53300;-0,01000;-0,01500;0;0
;0,53300;-0,05400;-0,01400;0;0
;0,53400;0,02900;-0,01300;0;0
;0,53400;-0,02500;-0,01200;0;0
;0,53500;0,00100;-0,01200;0;0
;0,53500;-0,04000;-0,01100;0;0
;0,53600;0,07500;-0,01100;0;0
;0,53600;-0,00400;-0,01000;0;0
;0,53700;0,04000;-0,01000;0;0
;0,53700;0,03100;-0,00900;0;0
;0,53800;0,00800;-0,00800;0;0
;0,53800;-0,05400;-0,00700;0;0
;0,53900;0,05500;-0,00500;0;0
;0,53900;0,00000;-0,00400;0;0
;0,54000;0,00300;-0,00300;0;0
;0,54000;0,02000;-0,00100;0;0
;0,54100;-0,00200;0,00000;0;0
;0,54100;-0,03800;0,00100;0;0
;0,54200;0,05800;0,00300;0;0
;0,54200;0,03500;0,00400;0;0
;0,54300;0,09400;0,00500;0;0
;0,54300;0,01900;0,00600;0;0
;0,54400;0,04600;0,00700;0;0
;0,54400;-0,06100;0,00900;0;0
;0,54500;0,03300;0,01100;0;0
;0,54500;-0,01000;0,01200;0;0
;0,54600;0,04000;0,01300;0;0
;0,54600;-0,04700;0,01500;0;0
;0,54700;0,01800;0,01600;0;0
;0,54700;-0,03800;0,01600;0;0
;0,54800;0,05300;0,01700;0;0
;0,54800;-0,01000;0,01700;0;0
;0,54900;0,05800;0,01600;0;0
;0,54900;-0,01100;0,01600;0;0
;0,54950;0,10263;0,01592;0;0
;0,55000;-0,00565;0,01569;0;0
;0,55050;0,03920;0,01561;0;0
;0,55100;0,02382;0,01567;0;0
;0,55150;0,05906;0,01589;0;0
;0,55200;0,00204;0,01628;0;0
;0,55250;0,05009;0,01683;0;0
;0,55300;-0,01718;0,01751;0;0
;0,55350;0,06483;0,01826;0;0
;0,55400;0,01293;0,01906;0;0
;0,55450;-0,00053;0,01988;0;0
;0,55500;-0,03448;0,02066;0;0
;0,55550;0,04112;0,02127;0;0
;0,55600;0,04560;0,02170;0;0
;0,55650;0,03663;0,02202;0;0
;0,55700;-0,01911;0,02228;0;0
;0,55750;0,02895;0,02246;0;0
;0,55800;-0,03128;0,02252;0;0
;0,55850;0,04368;0,02242;0;0
;0,55900;-0,02936;0,02215;0;0
;0,55950;0,05393;0,02172;0;0
;0,56000;0,00780;0,02117;0;0
;0,56050;0,02190;0,02055;0;0
;0,56100;-0,03576;0,01990;0;0
;0,56150;-0,00245;0,01915;0;0
;0,56200;-0,05755;0,01825;0;0
;0,56250;0,03471;0,01713;0;0
;0,56300;-0,02487;0,01580;0;0
;0,56350;0,07251;0,01434;0;0
;0,56400;-0,00693;0,01286;0;0
;0,56450;0,06098;0,01149;0;0
;0,56500;-0,00821;0,01031;0;0
;0,56550;0,05457;0,00936;0;0
;0,56600;-0,05242;0,00865;0;0
;0,56650;-0,00565;0,00812;0;0
;0,56700;-0,01078;0,00766;0;0
;0,56750;0,00780;0,00719;0;0
;0,56800;-0,04281;0,00670;0;0
;0,56850;0,06547;0,00617;0;0
;0,56900;-0,06011;0,00561;0;0
;0,56950;0,00909;0,00504;0;0
;0,57000;-0,01718;0,00441;0;0
;0,57050;0,01037;0,00372;0;0
;0,57100;0,01101;0,00301;0;0
;0,57150;0,02446;0,00232;0;0
;0,57200;-0,02423;0,00172;0;0
;0,57250;0,03535;0,00121;0;0
;0,57300;0,01741;0,00082;0;0
;0,57350;0,01293;0,00059;0;0
;0,57400;-0,05370;0,00052;0;0
;0,57450;0,05009;0,00053;0;0
;0,57500;-0,00181;0,00062;0;0
;0,57550;-0,01782;0,00077;0;0
;0,57600;-0,02679;0,00096;0;0
;0,57650;0,00652;0,00110;0;0
;0,57700;-0,08125;0,00113;0;0
;0,57750;-0,01590;0,00097;0;0
;0,57800;-0,03320;0,00054;0;0
;0,57850;0,01741;-0,00017;0;0
;0,57900;0,03151;-0,00105;0;0
;0,57950;-0,03320;-0,00200;0;0
;0,58000;-0,00373;-0,00293;0;0
;0,58050;-0,06588;-0,00388;0;0
;0,58100;-0,06972;-0,00491;0;0
;0,58150;-0,06395;-0,00615;0;0
;0,58200;-0,05242;-0,00767;0;0
;0,58250;0,00140;-0,00950;0;0
;0,58300;-0,01718;-0,01154;0;0
;0,58350;-0,03769;-0,01366;0;0
;0,58400;-0,09214;-0,01583;0;0
;0,58450;-0,01782;-0,01806;0;0
;0,58500;-0,00821;-0,02034;0;0
;0,58550;-0,02487;-0,02259;0;0
;0,58600;-0,04281;-0,02470;0;0
;0,58650;-0,08446;-0,02668;0;0
;0,58700;-0,05819;-0,02857;0;0
;0,58750;-0,02039;-0,03045;0;0
;0,58800;-0,01398;-0,03226;0;0
;0,58850;-0,04089;-0,03394;0;0
;0,58900;-0,03897;-0,03543;0;0
;0,58950;0,03599;-0,03669;0;0
;0,59000;0,02190;-0,03763;0;0
;0,59050;0,00268;-0,03810;0;0
;0,59100;-0,00181;-0,03805;0;0
;0,59150;-0,04473;-0,03750;0;0
;0,59200;-0,02231;-0,03655;0;0
;0,59250;-0,03128;-0,03531;0;0
;0,59300;-0,04986;-0,03392;0;0
;0,59350;-0,00437;-0,03246;0;0
;0,59400;0,03023;-0,03097;0;0
;0,59450;-0,08317;-0,02944;0;0
;0,59500;-0,04922;-0,02793;0;0
;0,59550;-0,07421;-0,02660;0;0
;0,59600;0,00844;-0,02554;0;0
;0,59650;-0,06716;-0,02477;0;0
;0,59700;-0,05178;-0,02428;0;0
;0,59750;-0,00501;-0,02409;0;0
;0,59800;0,00012;-0,02414;0;0
;0,59850;-0,02872;-0,02433;0;0
;0,59900;0,02574;-0,02455;0;0
;0,59950;0,01229;-0,02470;0;0
;0,60000;-0,00693;-0,02469;0;0
;0,60050;-0,06716;-0,02448;0;0
;0,60100;-0,01334;-0,02414;0;0
;0,60150;-0,02231;-0,02377;0;0
;0,60200;-0,00501;-0,02337;0;0
;0,60250;-0,06716;-0,02297;0;0
;0,60300;-0,00437;-0,02259;0;0
;0,60350;-0,01590;-0,02229;0;0
;0,60400;-0,00565;-0,02202;0;0
;0,60450;-0,04089;-0,02176;0;0
;0,60500;-0,00565;-0,02152;0;0
;0,60550;-0,02551;-0,02130;0;0
;0,60600;0,02702;-0,02107;0;0
;0,60650;-0,02423;-0,02079;0;0
;0,60700;0,04945;-0,02041;0;0
;0,60750;-0,03384;-0,01986;0;0
;0,60800;-0,02615;-0,01915;0;0
;0,60850;0,01485;-0,01834;0;0
;0,60900;0,05073;-0,01743;0;0
;0,60950;-0,05563;-0,01638;0;0
;0,61000;0,04945;-0,01520;0;0
;0,61050;-0,03769;-0,01391;0;0
;0,61100;0,07444;-0,01254;0;0
;0,61150;-0,03064;-0,01107;0;0
;0,61200;0,02254;-0,00949;0;0
;0,61250;0,01037;-0,00785;0;0
;0,61300;0,07700;-0,00614;0;0
;0,61350;-0,04601;-0,00433;0;0
;0,61400;0,01805;-0,00245;0;0
;0,61450;0,01934;-0,00059;0;0
;0,61500;0,05714;0,00124;0;0
;0,61550;-0,02743;0,00305;0;0
;0,61600;0,01613;0,00483;0;0
;0,61650;-0,04666;0,00648;0;0
;0,61700;0,06547;0,00792;0;0
;0,61750;0,05009;0,00918;0;0
;0,61800;0,08597;0,01038;0;0
;0,61850;0,01101;0,01167;0;0
;0,61900;0,05201;0,01308;0;0
;0,61950;0,02254;0,01461;0;0
;0,62000;0,01741;0,01622;0;0
;0,62050;0,01613;0,01785;0;0
;0,62100;0,04048;0,01943;0;0
;0,62150;-0,00629;0,02093;0;0
;0,62200;0,07508;0,02231;0;0
;0,62250;-0,04153;0,02357;0;0
;0,62300;0,02254;0,02465;0;0
;0,62350;-0,01398;0,02548;0;0
;0,62400;0,07315;0,02603;0;0
;0,62450;-0,01206;0,02635;0;0
;0,62500;0,05586;0,02649;0;0
;0,62550;-0,01526;0,02648;0;0
;0,62600;0,05073;0,02635;0;0
;0,62650;0,02574;0,02612;0;0
;0,62700;0,04304;0,02585;0;0
;0,62750;0,01998;0,02559;0;0
;0,62800;0,08212;0,02538;0;0
;0,62850;-0,02103;0,02528;0;0
;0,62900;0,09173;0,02529;0;0
;0,62950;0,01229;0,02544;0;0
;0,63000;0,05137;0,02572;0;0
;0,63050;0,02446;0,02615;0;0
;0,63100;0,02190;0,02668;0;0
;0,63150;-0,00373;0,02725;0;0
;0,63200;0,05201;0,02780;0;0
;0,63250;0,00652;0,02828;0;0
;0,63300;-0,00181;0,02868;0;0
;0,63350;0,02254;0,02893;0;0
;0,63400;0,04689;0,02902;0;0
;0,63450;-0,00245;0,02899;0;0
;0,63500;0,04176;0,02884;0;0
;0,63550;0,01998;0,02860;0;0
;0,63600;0,03343;0,02829;0;0
;0,63650;-0,00501;0,02794;0;0
;0,63700;0,08212;0,02755;0;0
;0,63750;0,01613;0,02718;0;0
;0,63800;0,05201;0,02689;0;0
;0,63850;-0,03576;0,02668;0;0
;0,63900;0,02446;0,02649;0;0
;0,63950;0,01741;0,02625;0;0
;0,64000;0,02190;0,02594;0;0
;0,64050;-0,00885;0,02556;0;0
;0,64100;0,03663;0,02510;0;0
;0,64150;0,07187;0,02459;0;0
;0,64200;0,02702;0,02412;0;0
;0,64250;-0,02808;0,02375;0;0
;0,64300;0,01741;0,02343;0;0
;0,64350;-0,01911;0,02306;0;0
;0,64400;0,05522;0,02261;0;0
;0,64450;-0,01462;0,02209;0;0
;0,64500;0,01870;0,02151;0;0
;0,64550;-0,02295;0,02086;0;0
;0,64600;0,08212;0,02014;0;0
;0,64650;0,00076;0,01942;0;0
;0,64700;0,01741;0,01875;0;0
;0,64750;-0,02936;0,01814;0;0
;0,64800;-0,03384;0,01750;0;0
;0,64850;0,01805;0,01675;0;0
;0,64900;-0,00309;0,01586;0;0
;0,64950;-0,05691;0,01482;0;0
;0,65000;-0,02359;0,01360;0;0
;0,65050;-0,09022;0,01211;0;0
;0,65100;-0,02551;0,01026;0;0
;0,65150;-0,01142;0,00804;0;0
;0,65200;-0,03128;0,00551;0;0
;0,65250;-0,03192;0,00276;0;0
;0,65300;-0,03064;-0,00014;0;0
;0,65350;-0,04153;-0,00315;0;0
;0,65400;-0,00053;-0,00620;0;0
;0,65450;-0,02808;-0,00921;0;0
;0,65500;0,00909;-0,01210;0;0
;0,65550;-0,03576;-0,01477;0;0
;0,65600;-0,05370;-0,01720;0;0
;0,65650;-0,01975;-0,01940;0;0
;0,65700;0,01101;-0,02140;0;0
;0,65750;0,00012;-0,02312;0;0
;0,65800;-0,03576;-0,02450;0;0
;0,65850;-0,00501;-0,02553;0;0
;0,65900;0,00652;-0,02624;0;0
;0,65950;-0,00693;-0,02661;0;0
;0,66000;-0,05883;-0,02666;0;0
;0,66050;0,00076;-0,02645;0;0
;0,66100;0,00973;-0,02605;0;0
;0,66150;-0,04986;-0,02548;0;0
;0,66200;-0,01654;-0,02477;0;0
;0,66250;-0,00821;-0,02399;0;0
;0,66300;-0,01911;-0,02318;0;0
;0,66350;-0,05242;-0,02235;0;0
;0,66400;-0,04345;-0,02159;0;0
;0,66450;-0,01206;-0,02096;0;0
;0,66500;-0,01654;-0,02049;0;0
;0,66550;-0,06972;-0,02016;0;0
;0,66600;-0,07741;-0,02003;0;0
;0,66650;-0,01846;-0,02019;0;0
;0,66700;-0,03512;-0,02064;0;0
;0,66750;0,05650;-0,02129;0;0
;0,66800;-0,03064;-0,02199;0;0
;0,66850;-0,03128;-0,02262;0;0
;0,66900;0,02510;-0,02313;0;0
;0,66950;-0,02231;-0,02350;0;0
;0,67000;-0,05434;-0,02369;0;0
;0,67050;0,02190;-0,02376;0;0
;0,67100;-0,03833;-0,02370;0;0
;0,67150;-0,00053;-0,02353;0;0
;0,67200;-0,02743;-0,02326;0;0
;0,67250;-0,04794;-0,02291;0;0
;0,67300;-0,05050;-0,02256;0;0
;0,67350;0,01037;-0,02228;0;0
;0,67400;-0,02743;-0,02207;0;0
;0,67450;-0,01078;-0,02189;0;0
;0,67500;-0,04794;-0,02173;0;0
;0,67550;0,00844;-0,02161;0;0
;0,67600;0,01741;-0,02149;0;0
;0,67650;0,07380;-0,02125;0;0
;0,67700;0,00844;-0,02076;0;0
;0,67750;0,04176;-0,01990;0;0
;0,67800;0,03087;-0,01863;0;0
;0,67850;0,06226;-0,01694;0;0
;0,67900;0,01998;-0,01481;0;0
;0,67950;0,06354;-0,01224;0;0
;0,68000;0,06931;-0,00927;0;0
;0,68050;0,07828;-0,00589;0;0
;0,68100;-0,01718;-0,00212;0;0
;0,68150;0,03728;0,00191;0;0
;0,68200;-0,02231;0,00601;0;0
;0,68250;0,03023;0,00999;0;0
;0,68300;-0,03256;0,01371;0;0
;0,68350;0,08661;0,01706;0;0
;0,68400;-0,05819;0,02000;0;0
;0,68450;0,01741;0,02249;0;0
;0,68500;-0,03640;0,02444;0;0
;0,68550;0,04496;0,02581;0;0
