University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;2,35550;0,22641;0,14207;0,00000;0,00000
;2,35600;0,10083;0,14334;0,00000;0,00000
;2,35650;0,14248;0,14444;0,00000;0,00000
;2,35700;0,16682;0,14537;0,00000;0,00000
;2,35750;0,21359;0,14617;0,00000;0,00000
;2,35800;0,14248;0,14695;0,00000;0,00000
;2,35850;0,17003;0,14777;0,00000;0,00000
;2,35900;0,15529;0,14865;0,00000;0,00000
;2,35950;0,14760;0,14956;0,00000;0,00000
;2,36000;0,12902;0,15046;0,00000;0,00000
;2,36050;0,16042;0,15130;0,00000;0,00000
;2,36100;0,09891;0,15202;0,00000;0,00000
;2,36150;0,10275;0,15253;0,00000;0,00000
;2,36200;0,12710;0,15274;0,00000;0,00000
;2,36250;0,12069;0,15258;0,00000;0,00000
;2,36300;0,10724;0,15205;0,00000;0,00000
;2,36350;0,10724;0,15115;0,00000;0,00000
;2,36400;0,14056;0,14989;0,00000;0,00000
;2,36450;0,14568;0,14833;0,00000;0,00000
;2,36500;0,11301;0,14658;0,00000;0,00000
;2,36550;0,17772;0,14471;0,00000;0,00000
;2,36600;0,11044;0,14283;0,00000;0,00000
;2,36650;0,16939;0,14102;0,00000;0,00000
;2,36700;0,14376;0,13935;0,00000;0,00000
;2,36750;0,19630;0,13790;0,00000;0,00000
;2,36800;0,11557;0,13675;0,00000;0,00000
;2,36850;0,15529;0,13594;0,00000;0,00000
;2,36900;0,04189;0,13538;0,00000;0,00000
;2,36950;0,11301;0,13492;0,00000;0,00000
;2,37000;0,11493;0,13441;0,00000;0,00000
;2,37050;0,15465;0,13381;0,00000;0,00000
;2,37100;0,15721;0,13316;0,00000;0,00000
;2,37150;0,07969;0,13253;0,00000;0,00000
;2,37200;0,06431;0,13189;0,00000;0,00000
;2,37250;0,06367;0,13110;0,00000;0,00000
;2,37300;0,08866;0,13002;0,00000;0,00000
;2,37350;0,09186;0,12861;0,00000;0,00000
;2,37400;0,10980;0,12686;0,00000;0,00000
;2,37450;0,14760;0,12489;0,00000;0,00000
;2,37500;0,16234;0,12283;0,00000;0,00000
;2,37550;0,10211;0,12086;0,00000;0,00000
;2,37600;0,09891;0,11907;0,00000;0,00000
;2,37650;0,12902;0,11745;0,00000;0,00000
;2,37700;0,11685;0,11602;0,00000;0,00000
;2,37750;0,12326;0,11479;0,00000;0,00000
;2,37800;0,15914;0,11379;0,00000;0,00000
;2,37850;0,16298;0,11310;0,00000;0,00000
;2,37900;0,10724;0,11278;0,00000;0,00000
;2,37950;0,14504;0,11283;0,00000;0,00000
;2,38000;0,13351;0,11321;0,00000;0,00000
;2,38050;0,12774;0,11389;0,00000;0,00000
;2,38100;0,18412;0,11484;0,00000;0,00000
;2,38150;0,11941;0,11607;0,00000;0,00000
;2,38200;0,15721;0,11756;0,00000;0,00000
;2,38250;0,14184;0,11926;0,00000;0,00000
;2,38300;0,17003;0,12115;0,00000;0,00000
;2,38350;0,18284;0,12323;0,00000;0,00000
;2,38400;0,17708;0,12553;0,00000;0,00000
;2,38450;0,15593;0,12806;0,00000;0,00000
;2,38500;0,22256;0,13081;0,00000;0,00000
;2,38550;0,11877;0,13377;0,00000;0,00000
;2,38600;0,14953;0,13688;0,00000;0,00000
;2,38650;0,14120;0,13999;0,00000;0,00000
;2,38700;0,14568;0,14299;0,00000;0,00000
;2,38750;0,12198;0,14578;0,00000;0,00000
;2,38800;0,18092;0,14829;0,00000;0,00000
;2,38850;0,14056;0,15049;0,00000;0,00000
;2,38900;0,17643;0,15241;0,00000;0,00000
;2,38950;0,16234;0,15406;0,00000;0,00000
;2,39000;0,22449;0,15552;0,00000;0,00000
;2,39050;0,11685;0,15687;0,00000;0,00000
;2,39100;0,21488;0,15815;0,00000;0,00000
;2,39150;0,17259;0,15936;0,00000;0,00000
;2,39200;0,22577;0,16059;0,00000;0,00000
;2,39250;0,19758;0,16190;0,00000;0,00000
;2,39300;0,19309;0,16337;0,00000;0,00000
;2,39350;0,19950;0,16501;0,00000;0,00000
;2,39400;0,22000;0,16683;0,00000;0,00000
;2,39450;0,18797;0,16882;0,00000;0,00000
;2,39500;0,23153;0,17100;0,00000;0,00000
;2,39550;0,17515;0,17333;0,00000;0,00000
;2,39600;0,23217;0,17579;0,00000;0,00000
;2,39650;0,15401;0,17833;0,00000;0,00000
;2,39700;0,18797;0,18086;0,00000;0,00000
;2,39750;0,19501;0,18328;0,00000;0,00000
;2,39800;0,26869;0,18558;0,00000;0,00000
;2,39850;0,19053;0,18780;0,00000;0,00000
;2,39900;0,20719;0,18999;0,00000;0,00000
;2,39950;0,18092;0,19213;0,00000;0,00000
;2,40000;0,22577;0,19416;0,00000;0,00000
;2,40050;0,15914;0,19604;0,00000;0,00000
;2,40100;0,26998;0,19774;0,00000;0,00000
;2,40150;0,21616;0,19932;0,00000;0,00000
;2,40200;0,26037;0,20085;0,00000;0,00000
;2,40250;0,21167;0,20242;0,00000;0,00000
;2,40300;0,24883;0,20405;0,00000;0,00000
;2,40350;0,18540;0,20575;0,00000;0,00000
;2,40400;0,22833;0,20747;0,00000;0,00000
;2,40450;0,19886;0,20915;0,00000;0,00000
;2,40500;0,22897;0,21074;0,00000;0,00000
;2,40550;0,18861;0,21220;0,00000;0,00000
;2,40600;0,23794;0,21350;0,00000;0,00000
;2,40650;0,16875;0,21463;0,00000;0,00000
;2,40700;0,19373;0,21554;0,00000;0,00000
;2,40750;0,17003;0,21614;0,00000;0,00000
;2,40800;0,21808;0,21641;0,00000;0,00000
;2,40850;0,17195;0,21633;0,00000;0,00000
;2,40900;0,22641;0,21592;0,00000;0,00000
;2,40950;0,18797;0,21526;0,00000;0,00000
;2,41000;0,16746;0,21436;0,00000;0,00000
;2,41050;0,15017;0,21322;0,00000;0,00000
;2,41100;0,23986;0,21182;0,00000;0,00000
;2,41150;0,20142;0,21021;0,00000;0,00000
;2,41200;0,19501;0,20851;0,00000;0,00000
;2,41250;0,22705;0,20682;0,00000;0,00000
;2,41300;0,23730;0,20522;0,00000;0,00000
;2,41350;0,18669;0,20380;0,00000;0,00000
;2,41400;0,20078;0,20260;0,00000;0,00000
;2,41450;0,21424;0,20162;0,00000;0,00000
;2,41500;0,19822;0,20083;0,00000;0,00000
;2,41550;0,21808;0,20024;0,00000;0,00000
;2,41600;0,20911;0,19985;0,00000;0,00000
;2,41650;0,19181;0,19965;0,00000;0,00000
;2,41700;0,20334;0,19961;0,00000;0,00000
;2,41750;0,24179;0,19970;0,00000;0,00000
;2,41800;0,21231;0,19994;0,00000;0,00000
;2,41850;0,22705;0,20037;0,00000;0,00000
;2,41900;0,25268;0,20100;0,00000;0,00000
;2,41950;0,25075;0,20188;0,00000;0,00000
;2,42000;0,22192;0,20304;0,00000;0,00000
;2,42050;0,26229;0,20450;0,00000;0,00000
;2,42100;0,19694;0,20621;0,00000;0,00000
;2,42150;0,29560;0,20815;0,00000;0,00000
;2,42200;0,22321;0,21030;0,00000;0,00000
;2,42250;0,28343;0,21267;0,00000;0,00000
;2,42300;0,26357;0,21525;0,00000;0,00000
;2,42350;0,27959;0,21806;0,00000;0,00000
;2,42400;0,26165;0,22110;0,00000;0,00000
;2,42450;0,26037;0,22434;0,00000;0,00000
;2,42500;0,25075;0,22773;0,00000;0,00000
;2,42550;0,33405;0,23121;0,00000;0,00000
;2,42600;0,27702;0,23480;0,00000;0,00000
;2,42650;0,32379;0,23855;0,00000;0,00000
;2,42700;0,29496;0,24248;0,00000;0,00000
;2,42750;0,32379;0,24659;0,00000;0,00000
;2,42800;0,30842;0,25089;0,00000;0,00000
;2,42850;0,37953;0,25538;0,00000;0,00000
;2,42900;0,27382;0,26009;0,00000;0,00000
;2,42950;0,32700;0,26498;0,00000;0,00000
;2,43000;0,32187;0,26996;0,00000;0,00000
;2,43050;0,39171;0,27500;0,00000;0,00000
;2,43100;0,29688;0,28010;0,00000;0,00000
;2,43150;0,35327;0,28526;0,00000;0,00000
;2,43200;0,29496;0,29039;0,00000;0,00000
;2,43250;0,34814;0,29541;0,00000;0,00000
;2,43300;0,30009;0,30023;0,00000;0,00000
;2,43350;0,35391;0,30479;0,00000;0,00000
;2,43400;0,33661;0,30907;0,00000;0,00000
;2,43450;0,37441;0,31307;0,00000;0,00000
;2,43500;0,30585;0,31683;0,00000;0,00000
;2,43550;0,34558;0,32034;0,00000;0,00000
;2,43600;0,31547;0,32356;0,00000;0,00000
;2,43650;0,42951;0,32649;0,00000;0,00000
;2,43700;0,30970;0,32921;0,00000;0,00000
;2,43750;0,34045;0,33176;0,00000;0,00000
;2,43800;0,34942;0,33411;0,00000;0,00000
;2,43850;0,40260;0,33627;0,00000;0,00000
;2,43900;0,36736;0,33832;0,00000;0,00000
;2,43950;0,34622;0,34032;0,00000;0,00000
;2,44000;0,35391;0,34229;0,00000;0,00000
;2,44050;0,39683;0,34420;0,00000;0,00000
;2,44100;0,34558;0,34607;0,00000;0,00000
;2,44150;0,36160;0,34790;0,00000;0,00000
;2,44200;0,34622;0,34968;0,00000;0,00000
;2,44250;0,34366;0,35134;0,00000;0,00000
;2,44300;0,33917;0,35283;0,00000;0,00000
;2,44350;0,37313;0,35412;0,00000;0,00000
;2,44400;0,33853;0,35520;0,00000;0,00000
;2,44450;0,39555;0,35610;0,00000;0,00000
;2,44500;0,36992;0,35686;0,00000;0,00000
;2,44550;0,33597;0,35755;0,00000;0,00000
;2,44600;0,31611;0,35814;0,00000;0,00000
;2,44650;0,37697;0,35856;0,00000;0,00000
;2,44700;0,34045;0,35881;0,00000;0,00000
;2,44750;0,35583;0,35889;0,00000;0,00000
;2,44800;0,35775;0,35882;0,00000;0,00000
;2,44850;0,34366;0,35864;0,00000;0,00000
;2,44900;0,32828;0,35834;0,00000;0,00000
;2,44950;0,36736;0,35792;0,00000;0,00000
;2,45000;0,31995;0,35738;0,00000;0,00000
;2,45050;0,38402;0,35674;0,00000;0,00000
;2,45100;0,34750;0,35604;0,00000;0,00000
;2,45150;0,32828;0,35532;0,00000;0,00000
;2,45200;0,34366;0,35459;0,00000;0,00000
;2,45250;0,34558;0,35381;0,00000;0,00000
;2,45300;0,35198;0,35301;0,00000;0,00000
;2,45350;0,36672;0,35220;0,00000;0,00000
;2,45400;0,35583;0,35145;0,00000;0,00000
;2,45450;0,36224;0,35080;0,00000;0,00000
;2,45500;0,41798;0,35029;0,00000;0,00000
;2,45550;0,35263;0,35002;0,00000;0,00000
;2,45600;0,39235;0,35005;0,00000;0,00000
;2,45650;0,33340;0,35036;0,00000;0,00000
;2,45700;0,39043;0,35093;0,00000;0,00000
;2,45750;0,37441;0,35170;0,00000;0,00000
;2,45800;0,38979;0,35269;0,00000;0,00000
;2,45850;0,34814;0,35387;0,00000;0,00000
;2,45900;0,39427;0,35522;0,00000;0,00000
;2,45950;0,36224;0,35668;0,00000;0,00000
;2,46000;0,35903;0,35823;0,00000;0,00000
;2,46050;0,34814;0,35979;0,00000;0,00000
;2,46100;0,45642;0,36131;0,00000;0,00000
;2,46150;0,40644;0,36288;0,00000;0,00000
;2,46200;0,46026;0,36461;0,00000;0,00000
;2,46250;0,44232;0,36664;0,00000;0,00000
;2,46300;0,46475;0,36907;0,00000;0,00000
;2,46350;0,38594;0,37195;0,00000;0,00000
;2,46400;0,43784;0,37524;0,00000;0,00000
;2,46450;0,39747;0,37882;0,00000;0,00000
;2,46500;0,46282;0,38261;0,00000;0,00000
;2,46550;0,40004;0,38655;0,00000;0,00000
;2,46600;0,52433;0,39060;0,00000;0,00000
;2,46650;0,40260;0,39480;0,00000;0,00000
;2,46700;0,50703;0,39914;0,00000;0,00000
;2,46750;0,48525;0,40364;0,00000;0,00000
;2,46800;0,46090;0,40834;0,00000;0,00000
;2,46850;0,47948;0,41321;0,00000;0,00000
;2,46900;0,51408;0,41823;0,00000;0,00000
;2,46950;0,51216;0,42340;0,00000;0,00000
;2,47000;0,53586;0,42877;0,00000;0,00000
;2,47050;0,43784;0,43435;0,00000;0,00000
;2,47100;0,51024;0,44004;0,00000;0,00000
;2,47150;0,49999;0,44574;0,00000;0,00000
;2,47200;0,51152;0,45138;0,00000;0,00000
;2,47250;0,48205;0,45693;0,00000;0,00000
;2,47300;0,55573;0,46233;0,00000;0,00000
;2,47350;0,47884;0,46758;0,00000;0,00000
;2,47400;0,56854;0,47268;0,00000;0,00000
;2,47450;0,46347;0,47763;0,00000;0,00000
;2,47500;0,49486;0,48235;0,00000;0,00000
;2,47550;0,52305;0,48677;0,00000;0,00000
;2,47600;0,53458;0,49086;0,00000;0,00000
;2,47650;0,52561;0,49464;0,00000;0,00000
;2,47700;0,54547;0,49818;0,00000;0,00000
;2,47750;0,52497;0,50150;0,00000;0,00000
;2,47800;0,53715;0,50465;0,00000;0,00000
;2,47850;0,52241;0,50763;0,00000;0,00000
;2,47900;0,55316;0,51045;0,00000;0,00000
;2,47950;0,53202;0,51312;0,00000;0,00000
;2,48000;0,59865;0,51569;0,00000;0,00000
;2,48050;0,54163;0,51824;0,00000;0,00000
;2,48100;0,49934;0,52079;0,00000;0,00000
;2,48150;0,52882;0,52327;0,00000;0,00000
;2,48200;0,60954;0,52562;0,00000;0,00000
;2,48250;0,51472;0,52788;0,00000;0,00000
;2,48300;0,56341;0,53008;0,00000;0,00000
;2,48350;0,55829;0,53221;0,00000;0,00000
;2,48400;0,59032;0,53429;0,00000;0,00000
;2,48450;0,56726;0,53638;0,00000;0,00000
;2,48500;0,54676;0,53851;0,00000;0,00000
;2,48550;0,52561;0,54064;0,00000;0,00000
;2,48600;0,52818;0,54269;0,00000;0,00000
;2,48650;0,55701;0,54455;0,00000;0,00000
;2,48700;0,55380;0,54620;0,00000;0,00000
;2,48750;0,55957;0,54765;0,00000;0,00000
;2,48800;0,56470;0,54892;0,00000;0,00000
;2,48850;0,58968;0,55006;0,00000;0,00000
;2,48900;0,57366;0,55115;0,00000;0,00000
;2,48950;0,55573;0,55224;0,00000;0,00000
;2,49000;0,52818;0,55331;0,00000;0,00000
;2,49050;0,59673;0,55434;0,00000;0,00000
;2,49100;0,57879;0,55531;0,00000;0,00000
;2,49150;0,56982;0,55629;0,00000;0,00000
;2,49200;0,59225;0,55730;0,00000;0,00000
;2,49250;0,56918;0,55837;0,00000;0,00000
;2,49300;0,54483;0,55950;0,00000;0,00000
;2,49350;0,59481;0,56064;0,00000;0,00000
;2,49400;0,56085;0,56178;0,00000;0,00000
;2,49450;0,64670;0,56293;0,00000;0,00000
;2,49500;0,59032;0,56417;0,00000;0,00000
;2,49550;0,58199;0,56558;0,00000;0,00000
;2,49600;0,55573;0,56712;0,00000;0,00000
;2,49650;0,58263;0,56872;0,00000;0,00000
;2,49700;0,59160;0,57032;0,00000;0,00000
;2,49750;0,58904;0,57189;0,00000;0,00000
;2,49800;0,60186;0,57344;0,00000;0,00000
;2,49850;0,64030;0,57500;0,00000;0,00000
;2,49900;0,61211;0,57665;0,00000;0,00000
;2,49950;0,64799;0,57846;0,00000;0,00000
;2,50000;0,58199;0,58046;0,00000;0,00000
;2,50050;0,66464;0,58266;0,00000;0,00000
;2,50100;0,66721;0,58508;0,00000;0,00000
;2,50150;0,65952;0,58779;0,00000;0,00000
;2,50200;0,64286;0,59085;0,00000;0,00000
;2,50250;0,68643;0,59426;0,00000;0,00000
;2,50300;0,67361;0,59803;0,00000;0,00000
;2,50350;0,65247;0,60214;0,00000;0,00000
;2,50400;0,64991;0,60656;0,00000;0,00000
;2,50450;0,68643;0,61118;0,00000;0,00000
;2,50500;0,64030;0,61594;0,00000;0,00000
;2,50550;0,71013;0,62078;0,00000;0,00000
;2,50600;0,64799;0,62565;0,00000;0,00000
;2,50650;0,68899;0,63052;0,00000;0,00000
;2,50700;0,67105;0,63533;0,00000;0,00000
;2,50750;0,72295;0,64005;0,00000;0,00000
;2,50800;0,61147;0,64467;0,00000;0,00000
;2,50850;0,72615;0,64913;0,00000;0,00000
;2,50900;0,70116;0,65339;0,00000;0,00000
;2,50950;0,71398;0,65750;0,00000;0,00000
;2,51000;0,67233;0,66147;0,00000;0,00000
;2,51050;0,72231;0,66532;0,00000;0,00000
;2,51100;0,71974;0,66904;0,00000;0,00000
;2,51150;0,74409;0,67268;0,00000;0,00000
;2,51200;0,72871;0,67630;0,00000;0,00000
;2,51250;0,81777;0,67998;0,00000;0,00000
;2,51300;0,69412;0,68383;0,00000;0,00000
;2,51350;0,72359;0,68787;0,00000;0,00000
;2,51400;0,68643;0,69197;0,00000;0,00000
;2,51450;0,76780;0,69603;0,00000;0,00000
;2,51500;0,71205;0,69998;0,00000;0,00000
;2,51550;0,79150;0,70383;0,00000;0,00000
;2,51600;0,74281;0,70760;0,00000;0,00000
;2,51650;0,76587;0,71135;0,00000;0,00000
;2,51700;0,73960;0,71508;0,00000;0,00000
;2,51750;0,81008;0,71878;0,00000;0,00000
;2,51800;0,69155;0,72246;0,00000;0,00000
;2,51850;0,76395;0,72608;0,00000;0,00000
;2,51900;0,71974;0,72954;0,00000;0,00000
;2,51950;0,76523;0,73276;0,00000;0,00000
;2,52000;0,73512;0,73573;0,00000;0,00000
;2,52050;0,72167;0,73842;0,00000;0,00000
;2,52100;0,73832;0,74077;0,00000;0,00000
;2,52150;0,79086;0,74277;0,00000;0,00000
;2,52200;0,71141;0,74447;0,00000;0,00000
;2,52250;0,78317;0,74591;0,00000;0,00000
;2,52300;0,75434;0,74713;0,00000;0,00000
;2,52350;0,75947;0,74819;0,00000;0,00000
;2,52400;0,75050;0,74911;0,00000;0,00000
;2,52450;0,78830;0,74994;0,00000;0,00000
;2,52500;0,76331;0,75072;0,00000;0,00000
;2,52550;0,81521;0,75152;0,00000;0,00000
;2,52600;0,80624;0,75244;0,00000;0,00000
;2,52650;0,77997;0,75357;0,00000;0,00000
;2,52700;0,78253;0,75494;0,00000;0,00000
;2,52750;0,80175;0,75654;0,00000;0,00000
;2,52800;0,77612;0,75836;0,00000;0,00000
;2,52850;0,79919;0,76035;0,00000;0,00000
;2,52900;0,77100;0,76248;0,00000;0,00000
;2,52950;0,81457;0,76472;0,00000;0,00000
;2,53000;0,83699;0,76705;0,00000;0,00000
;2,53050;0,78189;0,76951;0,00000;0,00000
;2,53100;0,76587;0,77209;0,00000;0,00000
;2,53150;0,78958;0,77468;0,00000;0,00000
;2,53200;0,74601;0,77718;0,00000;0,00000
;2,53250;0,78894;0,77948;0,00000;0,00000
;2,53300;0,78830;0,78153;0,00000;0,00000
;2,53350;0,87095;0,78334;0,00000;0,00000
;2,53400;0,84724;0,78505;0,00000;0,00000
;2,53450;0,76459;0,78681;0,00000;0,00000
;2,53500;0,79791;0,78860;0,00000;0,00000
;2,53550;0,78189;0,79036;0,00000;0,00000
;2,53600;0,82097;0,79202;0,00000;0,00000
;2,53650;0,79342;0,79356;0,00000;0,00000
;2,53700;0,81969;0,79500;0,00000;0,00000
;2,53750;0,82546;0,79636;0,00000;0,00000
;2,53800;0,86518;0,79769;0,00000;0,00000
;2,53850;0,82354;0,79910;0,00000;0,00000
;2,53900;0,84468;0,80063;0,00000;0,00000
;2,53950;0,84916;0,80234;0,00000;0,00000
;2,54000;0,90747;0,80426;0,00000;0,00000
;2,54050;0,85493;0,80649;0,00000;0,00000
;2,54100;0,89145;0,80908;0,00000;0,00000
;2,54150;0,82418;0,81205;0,00000;0,00000
;2,54200;0,91131;0,81534;0,00000;0,00000
;2,54250;0,79599;0,81890;0,00000;0,00000
;2,54300;0,92092;0,82262;0,00000;0,00000
;2,54350;0,89081;0,82648;0,00000;0,00000
;2,54400;0,93117;0,83051;0,00000;0,00000
;2,54450;0,84532;0,83474;0,00000;0,00000
;2,54500;0,91708;0,83914;0,00000;0,00000
;2,54550;0,86774;0,84363;0,00000;0,00000
;2,54600;0,92861;0,84818;0,00000;0,00000
;2,54650;0,88120;0,85274;0,00000;0,00000
;2,54700;0,92541;0,85730;0,00000;0,00000
;2,54750;0,87351;0,86182;0,00000;0,00000
;2,54800;0,98883;0,86628;0,00000;0,00000
;2,54850;0,92541;0,87073;0,00000;0,00000
;2,54900;0,93181;0,87523;0,00000;0,00000
;2,54950;0,91964;0,87979;0,00000;0,00000
;2,55000;0,98755;0,88438;0,00000;0,00000
;2,55050;0,92348;0,88902;0,00000;0,00000
;2,55100;0,96385;0,89371;0,00000;0,00000
;2,55150;0,93502;0,89844;0,00000;0,00000
;2,55200;1,00741;0,90318;0,00000;0,00000
;2,55250;0,94975;0,90795;0,00000;0,00000
;2,55300;1,00677;0,91277;0,00000;0,00000
;2,55350;0,96961;0,91768;0,00000;0,00000
;2,55400;1,02023;0,92266;0,00000;0,00000
;2,55450;0,96449;0,92774;0,00000;0,00000
;2,55500;0,99268;0,93289;0,00000;0,00000
;2,55550;0,89529;0,93801;0,00000;0,00000
;2,55600;0,96000;0,94294;0,00000;0,00000
;2,55650;0,91772;0,94751;0,00000;0,00000
;2,55700;0,93309;0,95156;0,00000;0,00000
;2,55750;0,90362;0,95501;0,00000;0,00000
;2,55800;1,01574;0,95778;0,00000;0,00000
;2,55850;0,96257;0,95995;0,00000;0,00000
;2,55900;0,97666;0,96164;0,00000;0,00000
;2,55950;0,96128;0,96296;0,00000;0,00000
;2,56000;1,00037;0,96398;0,00000;0,00000
;2,56050;1,01126;0,96481;0,00000;0,00000
;2,56100;0,98819;0,96559;0,00000;0,00000
;2,56150;0,96641;0,96638;0,00000;0,00000
;2,56200;1,05354;0,96724;0,00000;0,00000
;2,56250;0,95936;0,96823;0,00000;0,00000
;2,56300;1,00357;0,96938;0,00000;0,00000
;2,56350;1,00421;0,97068;0,00000;0,00000
;2,56400;1,01126;0,97213;0,00000;0,00000
;2,56450;1,01254;0,97376;0,00000;0,00000
;2,56500;1,00421;0,97556;0,00000;0,00000
;2,56550;0,96000;0,97751;0,00000;0,00000
;2,56600;0,97154;0,97952;0,00000;0,00000
;2,56650;0,97474;0,98145;0,00000;0,00000
;2,56700;0,97922;0,98323;0,00000;0,00000
;2,56750;0,96193;0,98478;0,00000;0,00000
;2,56800;1,02087;0,98609;0,00000;0,00000
;2,56850;0,97858;0,98718;0,00000;0,00000
;2,56900;0,99588;0,98807;0,00000;0,00000
;2,56950;0,99652;0,98881;0,00000;0,00000
;2,57000;1,00677;0,98943;0,00000;0,00000
;2,57050;0,97025;0,98996;0,00000;0,00000
;2,57100;1,02023;0,99041;0,00000;0,00000
;2,57150;0,98691;0,99081;0,00000;0,00000
;2,57200;0,97090;0,99117;0,00000;0,00000
;2,57250;0,99012;0,99146;0,00000;0,00000
;2,57300;1,00549;0,99167;0,00000;0,00000
;2,57350;1,01574;0,99183;0,00000;0,00000
;2,57400;1,03881;0,99201;0,00000;0,00000
;2,57450;1,10096;0,99233;0,00000;0,00000
;2,57500;1,00870;0,99296;0,00000;0,00000
;2,57550;1,05739;0,99399;0,00000;0,00000
;2,57600;0,98435;0,99541;0,00000;0,00000
;2,57650;1,03304;0,99714;0,00000;0,00000
;2,57700;0,99588;0,99907;0,00000;0,00000
;2,57750;1,03112;1,00112;0,00000;0,00000
;2,57800;1,05611;1,00325;0,00000;0,00000
;2,57850;1,03817;1,00545;0,00000;0,00000
;2,57900;1,06444;1,00776;0,00000;0,00000
;2,57950;1,05162;1,01020;0,00000;0,00000
;2,58000;1,02087;1,01278;0,00000;0,00000
;2,58050;1,08238;1,01545;0,00000;0,00000
;2,58100;1,04073;1,01820;0,00000;0,00000
;2,58150;1,14388;1,02107;0,00000;0,00000
;2,58200;1,06316;1,02412;0,00000;0,00000
;2,58250;1,12146;1,02742;0,00000;0,00000
;2,58300;1,06700;1,03100;0,00000;0,00000
;2,58350;1,07853;1,03484;0,00000;0,00000
;2,58400;1,02535;1,03883;0,00000;0,00000
;2,58450;1,11505;1,04284;0,00000;0,00000
;2,58500;1,05739;1,04680;0,00000;0,00000
;2,58550;1,14580;1,05069;0,00000;0,00000
;2,58600;1,07341;1,05453;0,00000;0,00000
;2,58650;1,10480;1,05834;0,00000;0,00000
;2,58700;1,13491;1,06212;0,00000;0,00000
;2,58750;1,12915;1,06590;0,00000;0,00000
;2,58800;1,05803;1,06971;0,00000;0,00000
;2,58850;1,15349;1,07350;0,00000;0,00000
;2,58900;1,12787;1,07725;0,00000;0,00000
;2,58950;1,13684;1,08099;0,00000;0,00000
;2,59000;1,08302;1,08474;0,00000;0,00000
;2,59050;1,17079;1,08846;0,00000;0,00000
;2,59100;1,09071;1,09211;0,00000;0,00000
;2,59150;1,16695;1,09570;0,00000;0,00000
;2,59200;1,08686;1,09921;0,00000;0,00000
;2,59250;1,17079;1,10260;0,00000;0,00000
;2,59300;1,14709;1,10589;0,00000;0,00000
;2,59350;1,14324;1,10911;0,00000;0,00000
;2,59400;1,06828;1,11224;0,00000;0,00000
;2,59450;1,18297;1,11521;0,00000;0,00000
;2,59500;1,10993;1,11798;0,00000;0,00000
;2,59550;1,20090;1,12057;0,00000;0,00000
;2,59600;1,16182;1,12306;0,00000;0,00000
;2,59650;1,17464;1,12553;0,00000;0,00000
;2,59700;1,18809;1,12806;0,00000;0,00000
;2,59750;1,20026;1,13070;0,00000;0,00000
;2,59800;1,10993;1,13348;0,00000;0,00000
;2,59850;1,19322;1,13636;0,00000;0,00000
;2,59900;1,16759;1,13926;0,00000;0,00000
;2,59950;1,17528;1,14218;0,00000;0,00000
;2,60000;1,14837;1,14507;0,00000;0,00000
;2,60050;1,19834;1,14791;0,00000;0,00000
;2,60100;1,13555;1,15067;0,00000;0,00000
;2,60150;1,17976;1,15330;0,00000;0,00000
;2,60200;1,09775;1,15574;0,00000;0,00000
;2,60250;1,16439;1,15790;0,00000;0,00000
;2,60300;1,14452;1,15970;0,00000;0,00000
;2,60350;1,15798;1,16112;0,00000;0,00000
;2,60400;1,11697;1,16216;0,00000;0,00000
;2,60450;1,14516;1,16282;0,00000;0,00000
;2,60500;1,15413;1,16308;0,00000;0,00000
;2,60550;1,16182;1,16298;0,00000;0,00000
;2,60600;1,17079;1,16261;0,00000;0,00000
;2,60650;1,19129;1,16208;0,00000;0,00000
;2,60700;1,16374;1,16150;0,00000;0,00000
;2,60750;1,20923;1,16096;0,00000;0,00000
;2,60800;1,13107;1,16055;0,00000;0,00000
;2,60850;1,20475;1,16029;0,00000;0,00000
;2,60900;1,17464;1,16019;0,00000;0,00000
;2,60950;1,20219;1,16030;0,00000;0,00000
;2,61000;1,19514;1,16066;0,00000;0,00000
;2,61050;1,16567;1,16128;0,00000;0,00000
;2,61100;1,17400;1,16215;0,00000;0,00000
;2,61150;1,19258;1,16320;0,00000;0,00000
;2,61200;1,15734;1,16439;0,00000;0,00000
;2,61250;1,15670;1,16567;0,00000;0,00000
;2,61300;1,15349;1,16694;0,00000;0,00000
;2,61350;1,17271;1,16812;0,00000;0,00000
;2,61400;1,17079;1,16918;0,00000;0,00000
;2,61450;1,15990;1,17009;0,00000;0,00000
;2,61500;1,19514;1,17086;0,00000;0,00000
;2,61550;1,12210;1,17150;0,00000;0,00000
;2,61600;1,18040;1,17197;0,00000;0,00000
;2,61650;1,19001;1,17228;0,00000;0,00000
;2,61700;1,23742;1,17248;0,00000;0,00000
;2,61750;1,21756;1,17273;0,00000;0,00000
;2,61800;1,19193;1,17316;0,00000;0,00000
;2,61850;1,19834;1,17381;0,00000;0,00000
;2,61900;1,19834;1,17469;0,00000;0,00000
;2,61950;1,21436;1,17577;0,00000;0,00000
;2,62000;1,24703;1,17707;0,00000;0,00000
;2,62050;1,19834;1,17864;0,00000;0,00000
;2,62100;1,28035;1,18050;0,00000;0,00000
;2,62150;1,17528;1,18268;0,00000;0,00000
;2,62200;1,26497;1,18514;0,00000;0,00000
;2,62250;1,19386;1,18785;0,00000;0,00000
;2,62300;1,20411;1,19074;0,00000;0,00000
